team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,33,81,3,9,27,39,16,29,14,5,5,13,17
ATLANTA HAWKS,240,49,95,8,18,15,18,14,35,26,5,4,10,28
SACRAMENTO KINGS,240,38,86,5,13,26,32,23,27,24,9,5,16,21
CHICAGO BULLS,240,42,84,5,11,14,18,14,25,36,9,7,16,30
SEATTLE SUPERSONICS,240,39,80,4,13,26,33,12,24,18,10,4,12,22
DALLAS MAVERICKS,240,44,84,11,22,20,26,11,29,26,6,6,11,24
SAN ANTONIO SPURS,240,36,72,5,15,16,21,7,27,28,8,4,14,18
DENVER NUGGETS,240,31,76,1,13,15,18,7,26,22,6,5,15,26
UTAH JAZZ,240,28,74,3,8,19,26,17,30,23,11,8,17,18
MEMPHIS GRIZZLIES,240,32,78,6,17,9,17,13,27,24,11,6,17,20
LOS ANGELES CLIPPERS,240,41,79,9,18,17,25,13,21,31,9,7,10,24
MINNESOTA TIMBERWOLVES,240,35,67,5,10,24,30,7,24,27,4,4,19,24
BOSTON CELTICS,240,39,80,10,25,16,22,13,22,21,14,0,17,23
WASHINGTON WIZARDS,240,37,73,3,7,22,31,13,25,23,8,6,21,23
