team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,77,2,10,13,23,11,37,17,4,4,15,23
ATLANTA HAWKS,240,30,79,5,17,18,27,10,31,17,9,3,12,21
PHILADELPHIA 76ERS,240,38,78,2,7,21,28,11,35,22,6,8,15,21
CHICAGO BULLS,240,28,77,2,14,21,28,12,28,18,8,2,13,26
SACRAMENTO KINGS,240,41,91,3,9,16,26,17,41,20,11,10,10,15
HOUSTON ROCKETS,240,26,87,4,16,18,25,17,33,12,7,6,16,19
DENVER NUGGETS,240,33,92,4,14,18,20,21,29,17,9,2,13,31
MILWAUKEE BUCKS,240,31,77,3,14,30,35,13,37,19,7,3,12,19
DALLAS MAVERICKS,240,40,79,11,21,20,24,5,27,28,2,4,8,24
MINNESOTA TIMBERWOLVES,240,46,84,4,10,17,21,8,30,33,4,2,6,21
CLEVELAND CAVALIERS,240,29,63,3,8,30,41,5,32,14,6,8,19,20
UTAH JAZZ,240,44,87,5,8,19,25,10,29,35,15,7,10,27
