team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,33,74,3,7,22,30,11,33,22,6,3,18,29
BOSTON CELTICS,240,33,78,6,25,26,31,9,23,17,10,2,9,24
LOS ANGELES CLIPPERS,240,36,84,7,18,16,25,19,40,26,8,8,19,16
CLEVELAND CAVALIERS,240,34,84,5,11,5,6,6,28,24,11,7,14,17
INDIANA PACERS,240,31,72,2,11,25,29,10,32,14,9,6,16,25
DETROIT PISTONS,240,33,87,5,20,13,19,18,26,20,7,10,13,25
UTAH JAZZ,240,38,95,4,9,12,14,16,35,26,6,2,6,17
HOUSTON ROCKETS,240,35,78,6,20,19,22,7,36,14,5,13,12,14
NEW YORK KNICKS,240,35,74,7,13,26,31,8,26,14,4,0,9,26
LOS ANGELES LAKERS,240,46,87,7,21,18,27,13,28,23,6,9,7,25
SACRAMENTO KINGS,240,42,85,4,10,10,17,9,33,29,11,6,9,13
MILWAUKEE BUCKS,240,33,78,3,13,4,8,9,34,19,5,4,17,20
TORONTO RAPTORS,240,32,85,2,13,13,16,12,28,18,11,3,13,28
ORLANDO MAGIC,240,33,73,5,21,21,27,11,33,17,5,6,18,23
CHARLOTTE HORNETS,240,35,91,4,12,14,17,17,31,22,11,3,7,18
PHOENIX SUNS,240,32,75,2,5,16,22,11,33,21,2,10,16,19
