team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,43,85,3,15,9,13,9,34,21,4,2,9,22
HOUSTON ROCKETS,240,35,79,11,21,20,25,14,29,23,4,6,11,14
GOLDEN STATE WARRIORS,240,38,87,3,14,22,31,15,32,13,8,5,18,26
INDIANA PACERS,240,44,91,6,16,21,24,12,25,23,10,6,12,22
CHARLOTTE HORNETS,240,26,74,3,14,11,16,9,29,18,6,6,20,23
LOS ANGELES LAKERS,240,42,92,4,11,19,25,16,36,24,13,8,9,19
PHOENIX SUNS,240,32,72,2,9,12,21,7,26,14,5,1,10,15
MIAMI HEAT,240,36,74,5,11,13,16,10,36,20,6,4,11,15
CHICAGO BULLS,240,31,76,1,9,18,24,4,32,18,4,2,11,24
MILWAUKEE BUCKS,240,42,87,7,19,19,26,13,36,26,8,5,8,22
TORONTO RAPTORS,240,28,81,2,8,26,33,19,33,15,9,3,15,29
NEW JERSEY NETS,240,31,77,1,12,23,31,13,29,14,6,7,15,28
PHILADELPHIA 76ERS,240,39,78,2,4,24,27,9,31,18,10,1,15,16
NEW YORK KNICKS,240,37,86,9,25,13,16,14,26,21,4,8,21,24
MEMPHIS GRIZZLIES,240,36,78,1,12,11,14,7,29,18,9,6,16,20
SAN ANTONIO SPURS,240,37,75,4,10,20,25,8,28,18,9,3,14,15
