team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,30,90,2,4,14,20,18,34,16,6,6,15,25
CHARLOTTE HORNETS,240,29,69,4,11,25,38,8,37,19,8,7,10,18
DALLAS MAVERICKS,240,45,90,13,28,14,17,12,27,24,12,2,13,24
GOLDEN STATE WARRIORS,240,38,79,4,14,20,28,13,29,16,8,5,19,19
CHICAGO BULLS,290,46,101,6,11,16,17,11,37,26,8,5,7,24
HOUSTON ROCKETS,290,47,102,4,18,14,22,14,38,28,1,9,10,18
SEATTLE SUPERSONICS,240,34,76,3,15,24,28,14,30,22,9,9,7,14
LOS ANGELES CLIPPERS,240,33,86,12,20,9,13,18,26,23,3,4,15,21
DENVER NUGGETS,240,26,74,0,7,24,39,16,23,9,8,2,13,23
MIAMI HEAT,240,39,75,5,12,18,23,7,33,23,5,8,12,27
DETROIT PISTONS,240,39,79,8,21,16,24,11,29,26,6,3,9,17
MILWAUKEE BUCKS,240,41,90,3,19,9,11,14,29,22,6,4,11,21
CLEVELAND CAVALIERS,240,41,89,4,15,9,12,9,27,20,10,3,12,30
NEW YORK KNICKS,240,30,63,9,16,36,45,4,29,25,7,4,14,11
WASHINGTON WIZARDS,240,29,66,3,5,19,24,7,17,17,11,3,19,21
PORTLAND TRAIL BLAZERS,240,39,72,4,10,13,21,11,22,28,14,5,21,23
BOSTON CELTICS,240,37,80,12,31,18,22,11,25,19,6,1,12,23
SAN ANTONIO SPURS,240,38,75,6,15,29,38,12,30,25,9,6,12,18
