team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,36,85,3,11,21,28,12,25,17,5,4,9,24
ATLANTA HAWKS,240,42,80,6,11,22,29,10,34,24,6,5,16,22
MEMPHIS GRIZZLIES,240,36,84,3,8,25,30,18,23,22,7,6,12,14
DALLAS MAVERICKS,240,43,77,9,15,16,18,8,29,26,11,5,14,32
SEATTLE SUPERSONICS,240,30,85,4,19,21,25,16,29,18,8,8,11,20
DENVER NUGGETS,240,36,81,6,12,10,16,14,33,24,4,5,16,20
PHOENIX SUNS,240,38,80,6,12,15,17,13,25,27,13,6,15,21
LOS ANGELES CLIPPERS,240,33,81,7,21,21,28,18,24,17,10,5,16,13
PORTLAND TRAIL BLAZERS,240,37,88,8,21,26,32,19,27,22,6,3,11,24
MINNESOTA TIMBERWOLVES,240,40,74,1,9,18,28,4,28,23,4,7,14,30
MIAMI HEAT,240,31,74,2,10,15,17,12,29,18,5,5,17,26
SAN ANTONIO SPURS,240,34,74,1,9,20,27,12,29,13,9,1,11,20
GOLDEN STATE WARRIORS,240,36,81,5,19,26,37,10,27,24,9,12,14,23
UTAH JAZZ,240,44,86,4,7,20,27,10,34,34,12,7,14,27
