team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,37,90,6,13,23,31,26,25,21,6,4,13,27
DALLAS MAVERICKS,240,46,71,7,11,23,33,5,29,32,7,6,8,27
NEW YORK KNICKS,240,32,76,8,25,21,25,10,23,21,8,6,13,17
DENVER NUGGETS,240,41,74,5,13,17,23,5,30,35,9,2,12,23
INDIANA PACERS,240,44,96,6,19,17,27,20,24,20,13,2,12,24
MEMPHIS GRIZZLIES,240,51,85,6,14,14,22,9,34,28,6,9,16,23
HOUSTON ROCKETS,240,35,90,9,25,18,21,15,26,13,7,12,8,20
SAN ANTONIO SPURS,240,38,87,5,11,18,23,21,35,15,4,3,13,20
CHARLOTTE HORNETS,265,30,87,5,19,24,32,19,34,15,8,4,15,25
SEATTLE SUPERSONICS,265,35,84,8,19,14,18,12,35,21,6,12,14,27
DETROIT PISTONS,240,34,61,8,18,19,21,4,20,24,6,7,15,23
WASHINGTON WIZARDS,240,37,80,4,7,14,19,15,22,26,4,4,12,21
