team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,36,90,10,22,17,26,18,38,25,9,3,18,22
BOSTON CELTICS,240,37,85,6,20,22,30,9,32,25,13,2,15,21
ORLANDO MAGIC,240,41,85,9,15,13,18,10,25,27,12,2,12,18
CHARLOTTE HORNETS,240,44,78,7,13,16,26,10,30,29,10,10,15,19
NEW YORK KNICKS,240,36,86,4,15,13,15,12,31,18,6,4,4,23
DETROIT PISTONS,240,29,75,5,17,19,25,13,30,14,1,14,13,13
NEW JERSEY NETS,240,31,78,6,12,20,30,13,35,25,7,3,13,17
PHILADELPHIA 76ERS,240,31,80,1,8,17,21,10,33,20,8,1,16,22
LOS ANGELES LAKERS,240,38,83,6,16,24,37,17,21,21,4,4,12,26
PHOENIX SUNS,240,42,78,4,11,30,35,11,29,28,6,4,11,24
SAN ANTONIO SPURS,240,38,70,5,16,12,20,8,29,25,5,4,16,24
PORTLAND TRAIL BLAZERS,240,38,85,4,12,18,26,15,22,19,9,4,7,20
MEMPHIS GRIZZLIES,240,34,82,6,15,8,17,10,26,17,9,4,13,21
SEATTLE SUPERSONICS,240,38,79,4,9,16,21,13,36,26,4,7,16,21
MIAMI HEAT,240,33,74,5,7,9,18,19,29,23,7,7,19,19
TORONTO RAPTORS,240,31,75,4,8,15,24,12,25,19,11,7,15,19
