team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,35,62,5,9,31,40,7,37,16,7,6,17,23
ATLANTA HAWKS,240,30,81,6,15,16,21,11,18,14,9,2,13,31
SACRAMENTO KINGS,240,40,73,5,13,15,19,5,32,29,12,6,17,23
CHICAGO BULLS,240,26,67,6,8,23,29,7,22,19,8,4,19,20
MILWAUKEE BUCKS,240,33,83,6,19,21,26,17,34,16,6,7,18,27
DALLAS MAVERICKS,240,35,88,9,25,18,27,20,32,22,9,9,17,26
PHOENIX SUNS,240,36,91,6,21,16,20,11,33,25,12,3,16,28
GOLDEN STATE WARRIORS,240,32,79,4,8,28,38,14,41,18,11,5,21,22
MINNESOTA TIMBERWOLVES,240,43,88,6,11,14,16,13,31,29,7,1,15,25
HOUSTON ROCKETS,240,34,74,2,9,28,40,11,27,18,9,7,18,17
CLEVELAND CAVALIERS,240,32,78,2,7,20,32,11,41,16,5,8,19,27
NEW JERSEY NETS,240,31,85,3,10,17,26,12,35,24,9,8,12,31
PHILADELPHIA 76ERS,240,38,66,3,8,22,30,8,29,27,10,5,13,24
NEW YORK KNICKS,240,25,70,3,11,19,24,14,23,14,6,4,22,30
WASHINGTON WIZARDS,240,33,72,4,7,16,24,9,35,20,6,1,26,28
ORLANDO MAGIC,240,34,79,6,16,23,33,8,29,20,10,9,15,24
LOS ANGELES LAKERS,240,36,63,5,11,19,30,8,31,28,5,8,20,18
PORTLAND TRAIL BLAZERS,240,34,85,4,11,14,16,13,19,18,13,1,10,28
INDIANA PACERS,240,36,80,4,17,9,13,9,26,19,5,4,16,32
SAN ANTONIO SPURS,240,33,64,4,8,28,35,5,32,17,6,4,18,22
DETROIT PISTONS,240,44,93,3,12,13,18,11,34,21,7,6,12,27
TORONTO RAPTORS,240,35,93,5,17,20,31,20,28,27,7,7,15,21
LOS ANGELES CLIPPERS,240,34,69,4,13,22,34,12,32,18,3,6,24,32
UTAH JAZZ,240,43,85,5,10,16,31,11,22,33,11,4,12,30
SEATTLE SUPERSONICS,240,32,84,8,23,16,22,14,38,20,5,9,19,25
VANCOUVER GRIZZLIES,240,39,90,4,14,12,26,14,37,28,12,6,11,21
