team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,34,88,8,18,14,21,17,33,17,5,2,18,17
DALLAS MAVERICKS,240,41,82,9,21,12,16,8,38,26,10,4,17,28
PHOENIX SUNS,240,37,95,6,19,10,20,20,28,15,14,7,22,22
GOLDEN STATE WARRIORS,240,36,84,3,11,25,33,17,36,26,10,10,25,21
CLEVELAND CAVALIERS,240,23,67,5,9,28,39,10,31,11,10,4,20,19
MIAMI HEAT,240,37,77,3,8,8,10,6,34,21,14,6,16,31
DETROIT PISTONS,240,32,77,5,12,17,22,15,24,18,6,2,15,21
MILWAUKEE BUCKS,240,44,77,4,9,17,22,11,30,24,6,6,11,19
NEW ORLEANS HORNETS,265,34,85,4,13,14,22,7,31,19,10,4,11,24
NEW YORK KNICKS,265,36,85,4,10,16,20,14,39,19,9,1,22,27
ATLANTA HAWKS,240,38,95,4,20,12,15,18,28,20,9,4,16,18
ORLANDO MAGIC,240,46,89,6,15,19,24,15,33,24,11,5,12,16
NEW JERSEY NETS,240,31,65,5,12,26,31,5,36,19,8,8,19,23
PORTLAND TRAIL BLAZERS,240,34,84,8,14,10,20,12,26,21,13,3,15,28
UTAH JAZZ,240,27,78,3,5,28,37,14,32,17,4,5,13,27
SAN ANTONIO SPURS,240,40,79,6,13,21,35,9,35,16,6,10,7,23
PHILADELPHIA 76ERS,240,38,73,1,13,18,25,10,21,15,12,4,12,23
WASHINGTON WIZARDS,240,37,77,5,15,15,22,17,20,12,5,4,14,25
