team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,265,36,103,4,17,18,24,22,30,19,9,2,10,29
ATLANTA HAWKS,265,30,75,3,10,37,44,13,40,17,7,8,15,24
TORONTO RAPTORS,240,38,77,7,17,15,17,8,28,24,5,6,12,24
BOSTON CELTICS,240,35,81,10,23,15,23,15,30,17,7,1,14,24
PHILADELPHIA 76ERS,240,40,89,6,16,20,23,10,28,26,13,7,10,19
CLEVELAND CAVALIERS,240,39,85,4,11,17,27,17,35,22,8,11,19,19
GOLDEN STATE WARRIORS,240,29,72,3,8,31,37,13,26,16,18,6,18,23
DENVER NUGGETS,240,32,76,6,16,12,17,10,27,25,7,8,25,29
MILWAUKEE BUCKS,240,37,87,3,10,14,25,17,25,19,5,2,8,21
DETROIT PISTONS,240,36,75,8,23,16,21,10,34,24,7,6,14,25
WASHINGTON WIZARDS,240,31,75,1,9,21,31,14,30,18,6,9,19,31
INDIANA PACERS,240,30,75,5,11,35,36,11,30,18,9,4,10,27
LOS ANGELES LAKERS,265,45,97,5,9,17,23,17,35,20,15,3,17,23
MEMPHIS GRIZZLIES,265,40,89,7,23,19,23,11,32,29,6,5,20,26
SAN ANTONIO SPURS,240,34,68,4,16,15,24,8,30,16,6,4,21,24
PHOENIX SUNS,240,40,98,3,12,11,12,25,24,11,8,1,12,21
LOS ANGELES CLIPPERS,240,35,86,3,16,21,24,16,30,21,9,4,18,23
SACRAMENTO KINGS,240,40,81,9,20,18,29,11,32,27,12,2,16,26
HOUSTON ROCKETS,240,31,71,4,11,17,22,7,31,18,8,7,12,10
SEATTLE SUPERSONICS,240,30,80,3,15,9,11,8,26,21,11,2,14,17
MINNESOTA TIMBERWOLVES,240,32,85,2,7,11,22,16,26,18,5,6,11,22
UTAH JAZZ,240,34,84,4,5,23,31,17,37,22,4,12,11,16
