team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,37,86,8,28,27,34,14,27,22,17,1,12,26
ATLANTA HAWKS,240,27,69,11,20,34,38,10,34,21,7,0,25,31
NEW ORLEANS HORNETS,240,36,87,6,11,19,22,13,37,22,7,5,10,24
CLEVELAND CAVALIERS,240,30,72,1,7,23,30,6,29,17,6,9,10,18
SEATTLE SUPERSONICS,240,38,83,7,18,22,32,17,31,23,7,3,14,22
DALLAS MAVERICKS,240,39,92,8,26,29,31,18,29,19,6,4,10,20
DETROIT PISTONS,240,40,80,3,8,23,26,8,32,22,9,7,10,23
INDIANA PACERS,240,39,80,0,3,13,24,9,30,28,4,6,13,24
WASHINGTON WIZARDS,240,32,83,2,13,8,10,17,24,19,9,1,14,25
MEMPHIS GRIZZLIES,240,32,63,1,5,20,25,5,31,23,8,6,15,16
NEW JERSEY NETS,240,43,85,4,10,6,10,7,32,27,8,8,12,22
MINNESOTA TIMBERWOLVES,240,32,86,0,6,18,25,19,31,19,8,6,14,16
DENVER NUGGETS,240,34,77,2,6,10,15,11,30,16,9,3,21,28
PHOENIX SUNS,240,30,70,4,10,15,20,9,26,21,9,7,22,25
SACRAMENTO KINGS,240,34,76,7,19,20,24,4,25,24,8,9,11,17
PORTLAND TRAIL BLAZERS,240,36,77,7,13,15,19,10,32,23,6,4,15,24
CHICAGO BULLS,240,32,84,2,10,24,31,14,23,15,9,8,15,24
UTAH JAZZ,240,43,81,2,7,22,27,16,33,31,10,9,16,26
