team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,28,91,4,17,12,18,11,40,18,7,5,18,23
DALLAS MAVERICKS,240,37,92,5,14,19,22,15,49,21,9,4,14,21
CLEVELAND CAVALIERS,240,31,74,1,4,17,23,7,20,18,3,3,9,26
HOUSTON ROCKETS,240,38,75,0,4,21,29,13,35,18,3,5,11,18
MIAMI HEAT,240,40,82,5,10,12,19,12,38,23,4,2,11,22
MILWAUKEE BUCKS,240,34,87,7,21,18,23,12,28,17,5,1,9,19
MEMPHIS GRIZZLIES,265,37,88,5,19,27,36,13,32,17,8,7,12,33
MINNESOTA TIMBERWOLVES,265,40,87,5,9,25,36,17,36,28,4,5,12,28
PHILADELPHIA 76ERS,240,41,87,2,7,14,20,10,24,26,11,4,7,18
NEW ORLEANS HORNETS,240,40,82,4,12,15,18,15,35,21,5,9,17,21
CHICAGO BULLS,240,40,92,2,11,16,21,15,19,22,10,2,11,21
SACRAMENTO KINGS,240,41,84,8,23,21,26,18,36,27,7,10,19,22
ORLANDO MAGIC,240,40,78,11,22,10,11,7,30,22,6,5,14,17
SEATTLE SUPERSONICS,240,32,80,2,15,18,19,11,28,23,9,3,13,16
PHOENIX SUNS,240,29,78,2,12,16,23,9,21,13,14,5,14,27
UTAH JAZZ,240,37,74,0,6,25,31,16,35,26,9,3,19,24
