team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,32,89,13,30,23,29,17,33,16,11,6,14,25
DALLAS MAVERICKS,240,41,88,7,19,18,25,12,35,16,8,6,15,25
SAN ANTONIO SPURS,265,42,93,6,19,13,18,12,33,25,8,3,18,27
MEMPHIS GRIZZLIES,265,35,85,3,11,28,34,16,33,18,15,9,20,24
MINNESOTA TIMBERWOLVES,240,28,65,1,5,25,29,6,32,21,7,7,27,21
NEW JERSEY NETS,240,39,85,6,18,22,26,10,30,31,14,4,14,21
MILWAUKEE BUCKS,240,39,74,5,13,14,24,9,31,19,8,6,15,18
NEW YORK KNICKS,240,35,87,6,15,12,15,15,29,19,5,1,14,17
DETROIT PISTONS,240,33,82,4,19,14,22,12,27,21,10,11,8,24
PHOENIX SUNS,240,33,78,3,5,13,19,14,37,17,2,9,17,26
CHICAGO BULLS,265,45,109,4,9,11,20,29,39,22,8,6,21,28
TORONTO RAPTORS,265,37,92,4,15,31,39,15,33,21,17,11,14,21
