team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,32,72,1,13,17,26,8,29,23,4,2,19,27
BOSTON CELTICS,240,32,78,7,24,21,31,15,26,17,15,5,12,24
DALLAS MAVERICKS,240,37,86,2,11,26,30,15,36,19,10,7,8,19
DETROIT PISTONS,240,32,81,8,19,10,14,13,30,23,4,8,17,24
HOUSTON ROCKETS,240,34,77,2,9,21,32,16,36,19,5,11,15,21
GOLDEN STATE WARRIORS,240,30,91,4,16,20,30,25,26,17,6,7,13,25
SEATTLE SUPERSONICS,240,40,83,7,16,12,16,12,20,28,11,4,13,13
MEMPHIS GRIZZLIES,240,48,81,11,23,10,10,10,27,30,10,5,16,16
CLEVELAND CAVALIERS,240,31,87,3,10,15,20,19,25,20,9,4,14,20
MILWAUKEE BUCKS,240,39,82,8,19,26,32,13,32,23,8,9,10,17
SACRAMENTO KINGS,240,31,81,1,10,11,24,15,34,16,5,4,19,20
MINNESOTA TIMBERWOLVES,240,36,92,1,6,17,20,14,34,23,8,6,13,26
ATLANTA HAWKS,240,35,77,5,11,19,27,14,21,21,6,1,14,19
NEW ORLEANS HORNETS,240,43,80,5,9,15,19,10,21,34,8,5,10,20
LOS ANGELES LAKERS,240,40,82,5,13,17,26,11,30,23,5,7,14,26
ORLANDO MAGIC,240,37,81,10,19,28,35,13,30,18,5,2,10,20
MIAMI HEAT,240,30,80,2,14,12,15,11,37,20,9,6,17,19
PHILADELPHIA 76ERS,240,32,83,2,7,17,20,10,31,19,12,8,12,19
NEW JERSEY NETS,240,26,88,4,19,19,25,15,35,17,12,7,12,26
PHOENIX SUNS,240,30,85,4,14,18,23,13,44,18,6,6,17,21
DENVER NUGGETS,240,27,76,1,6,13,19,13,28,12,7,4,26,25
SAN ANTONIO SPURS,240,38,82,10,24,13,22,14,35,21,10,9,18,28
NEW YORK KNICKS,240,31,78,5,17,20,27,11,39,18,5,3,10,21
TORONTO RAPTORS,240,31,78,3,10,16,25,12,30,20,7,5,12,23
