team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,35,88,3,13,20,25,14,35,28,4,4,11,23
CHICAGO BULLS,240,37,86,7,16,19,27,14,34,21,5,2,12,21
WASHINGTON WIZARDS,240,34,78,3,9,22,29,10,36,16,12,8,13,21
CLEVELAND CAVALIERS,240,29,84,2,7,19,22,13,31,21,7,9,17,27
DETROIT PISTONS,240,26,73,2,20,21,28,11,31,15,2,1,15,20
DALLAS MAVERICKS,240,41,79,8,17,24,28,5,34,24,10,2,3,24
MEMPHIS GRIZZLIES,240,23,70,4,15,23,33,12,29,16,10,15,22,27
DENVER NUGGETS,240,33,92,1,5,17,23,21,35,20,8,5,16,28
GOLDEN STATE WARRIORS,240,36,82,7,19,25,28,17,27,22,8,7,15,26
HOUSTON ROCKETS,240,40,88,6,19,25,35,16,24,20,7,6,9,23
TORONTO RAPTORS,240,32,86,4,15,16,21,13,25,16,4,6,12,21
INDIANA PACERS,240,42,87,6,10,18,28,13,39,26,7,7,15,23
SEATTLE SUPERSONICS,240,29,81,12,17,14,20,9,32,20,8,6,12,15
MIAMI HEAT,240,36,77,8,18,2,4,7,37,22,4,7,17,18
PHILADELPHIA 76ERS,265,45,100,1,9,14,19,16,26,22,12,1,11,27
MILWAUKEE BUCKS,265,42,78,6,16,20,27,8,30,24,7,8,18,24
BOSTON CELTICS,240,36,90,14,31,19,23,11,33,19,8,10,8,23
MINNESOTA TIMBERWOLVES,240,36,84,2,8,25,28,11,42,25,2,6,14,18
PORTLAND TRAIL BLAZERS,240,38,74,4,7,15,21,7,33,23,12,5,14,18
SAN ANTONIO SPURS,240,27,70,5,13,17,23,11,23,15,7,7,18,18
