team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,40,81,9,18,25,30,9,38,26,10,11,13,21
CHICAGO BULLS,240,36,84,5,8,10,24,15,29,22,9,2,16,20
NEW YORK KNICKS,240,38,80,5,14,13,14,5,23,25,11,3,17,30
INDIANA PACERS,240,37,65,3,7,30,35,4,36,29,13,1,22,22
LOS ANGELES CLIPPERS,240,37,78,6,20,12,19,8,32,20,6,9,23,20
NEW JERSEY NETS,240,43,80,3,8,17,25,8,27,27,11,4,13,23
GOLDEN STATE WARRIORS,240,39,84,0,6,26,29,12,26,14,10,7,15,22
NEW ORLEANS HORNETS,240,42,89,3,7,23,28,17,26,20,8,5,13,20
SEATTLE SUPERSONICS,240,40,86,6,17,12,14,14,30,23,3,1,15,22
ORLANDO MAGIC,240,39,82,4,15,23,27,11,26,22,8,5,9,17
CLEVELAND CAVALIERS,240,34,77,0,3,16,24,9,36,18,11,12,23,21
PHILADELPHIA 76ERS,240,42,90,5,9,19,23,10,28,33,15,6,15,23
PORTLAND TRAIL BLAZERS,240,29,75,5,12,12,20,10,25,18,9,5,12,22
PHOENIX SUNS,240,34,81,4,11,14,18,17,33,20,6,8,17,21
MEMPHIS GRIZZLIES,240,38,88,4,10,11,17,12,29,20,19,9,20,13
SACRAMENTO KINGS,240,40,90,7,15,12,21,19,35,27,16,8,23,17
ATLANTA HAWKS,240,34,71,8,12,21,24,6,19,15,9,7,17,28
UTAH JAZZ,240,40,82,2,12,28,39,16,27,32,8,10,14,24
LOS ANGELES LAKERS,240,36,79,6,18,21,22,9,28,20,3,4,10,27
WASHINGTON WIZARDS,240,36,79,0,3,28,36,11,30,14,5,2,8,22
