team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,265,39,79,5,11,16,21,9,28,18,10,7,16,19
ATLANTA HAWKS,265,42,88,1,8,12,18,15,31,23,9,5,12,21
WASHINGTON WIZARDS,240,39,93,4,19,17,20,18,19,24,13,2,20,24
LOS ANGELES LAKERS,240,43,70,7,15,27,32,5,26,35,12,1,22,21
NEW YORK KNICKS,240,36,69,8,17,17,24,5,31,29,5,3,11,17
MINNESOTA TIMBERWOLVES,240,41,82,4,12,6,9,5,29,29,3,3,8,21
CLEVELAND CAVALIERS,240,28,83,4,17,12,22,10,40,21,8,9,16,23
NEW ORLEANS HORNETS,240,31,80,6,22,14,21,7,40,21,7,1,14,21
BOSTON CELTICS,240,35,73,2,12,22,28,6,29,21,9,4,12,21
ORLANDO MAGIC,240,39,88,2,13,12,18,13,27,19,7,4,12,22
DETROIT PISTONS,240,33,72,6,18,14,19,10,26,18,8,7,20,20
PHILADELPHIA 76ERS,240,39,81,3,8,9,13,8,27,23,15,3,15,22
DALLAS MAVERICKS,240,34,86,7,28,15,19,15,17,15,8,2,11,17
PHOENIX SUNS,240,43,79,10,17,25,30,17,35,26,7,3,16,18
CHICAGO BULLS,240,41,76,6,11,10,13,5,27,22,5,4,15,19
SAN ANTONIO SPURS,240,44,85,6,14,15,23,15,30,31,10,5,12,17
HOUSTON ROCKETS,240,25,75,7,18,19,24,16,26,11,4,3,15,24
UTAH JAZZ,240,33,76,4,9,13,18,14,27,20,6,11,11,22
