team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,35,73,4,9,26,30,6,32,23,9,5,12,27
ATLANTA HAWKS,240,29,76,4,12,23,30,11,28,19,5,5,14,24
SEATTLE SUPERSONICS,240,37,78,13,27,11,14,7,27,24,9,3,17,19
CHICAGO BULLS,240,35,74,5,13,15,19,9,31,20,8,4,18,18
PHILADELPHIA 76ERS,265,33,98,2,11,20,27,16,34,16,10,3,10,17
CLEVELAND CAVALIERS,265,38,87,1,8,14,20,14,43,24,4,17,18,24
ORLANDO MAGIC,240,34,78,4,10,20,26,9,33,13,5,7,13,26
LOS ANGELES CLIPPERS,240,34,83,8,23,19,26,15,30,23,6,4,12,22
DALLAS MAVERICKS,265,39,97,6,19,17,27,20,38,22,10,8,17,24
MEMPHIS GRIZZLIES,265,40,89,6,18,22,32,12,39,25,14,9,12,21
UTAH JAZZ,240,37,84,5,12,16,23,16,31,23,6,6,20,31
MILWAUKEE BUCKS,240,36,73,4,9,24,31,6,23,22,9,8,15,27
PORTLAND TRAIL BLAZERS,240,30,83,4,17,15,19,16,24,16,7,5,14,14
NEW ORLEANS HORNETS,240,40,80,9,19,12,14,10,36,23,10,5,10,18
INDIANA PACERS,240,33,72,11,18,18,26,7,22,19,12,4,10,19
NEW YORK KNICKS,240,39,80,6,14,10,14,16,34,20,6,3,17,26
DETROIT PISTONS,240,35,74,3,8,27,39,10,26,15,12,4,10,18
PHOENIX SUNS,240,37,80,3,17,14,17,10,30,12,7,6,18,30
SAN ANTONIO SPURS,240,38,80,4,10,15,19,9,44,28,4,9,15,15
WASHINGTON WIZARDS,240,28,83,5,13,10,18,10,30,13,7,10,13,22
