team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,30,82,5,22,16,28,24,26,17,11,1,16,14
BOSTON CELTICS,240,26,64,5,20,16,21,8,23,18,10,5,22,23
MILWAUKEE BUCKS,240,31,81,6,13,18,23,11,30,29,7,6,17,29
DENVER NUGGETS,240,33,83,2,11,26,34,20,30,27,10,16,11,22
GOLDEN STATE WARRIORS,240,34,75,3,17,12,20,8,31,26,6,2,10,20
HOUSTON ROCKETS,240,34,78,8,15,9,16,11,27,20,7,5,11,18
LOS ANGELES CLIPPERS,240,27,74,1,12,23,30,10,32,13,7,3,11,22
INDIANA PACERS,240,33,78,2,11,23,26,14,35,21,5,3,12,25
DETROIT PISTONS,240,37,77,5,7,20,27,16,30,20,8,7,17,26
MEMPHIS GRIZZLIES,240,35,80,5,19,17,23,13,25,24,9,6,15,21
LOS ANGELES LAKERS,240,32,74,3,8,37,47,8,33,18,14,2,14,19
NEW YORK KNICKS,240,36,84,5,19,6,6,7,34,17,4,3,20,34
MIAMI HEAT,240,38,85,7,18,10,16,14,25,27,7,6,15,23
PORTLAND TRAIL BLAZERS,240,34,71,4,12,22,30,10,32,19,10,6,17,16
PHILADELPHIA 76ERS,240,29,69,3,6,20,25,10,32,18,5,4,10,18
TORONTO RAPTORS,240,28,69,4,18,15,19,7,28,19,3,8,10,20
SACRAMENTO KINGS,240,40,69,6,17,32,39,6,30,27,8,3,13,30
UTAH JAZZ,240,41,87,1,7,27,37,16,24,24,10,5,11,29
CLEVELAND CAVALIERS,240,36,77,2,8,21,27,11,32,22,7,8,16,23
WASHINGTON WIZARDS,240,37,95,8,19,24,31,23,23,18,9,5,12,17
