team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,290,45,97,8,22,24,37,16,35,30,12,9,12,19
CLEVELAND CAVALIERS,290,47,109,7,16,14,16,22,40,28,4,6,18,25
MINNESOTA TIMBERWOLVES,240,38,86,3,16,9,12,12,40,22,6,9,16,24
DALLAS MAVERICKS,240,34,99,6,24,18,27,26,34,13,6,4,10,17
SAN ANTONIO SPURS,240,32,79,2,11,23,32,14,34,17,8,7,15,23
GOLDEN STATE WARRIORS,240,32,82,9,18,18,26,17,33,10,6,2,15,24
DENVER NUGGETS,240,36,77,5,15,21,32,14,32,21,9,8,16,27
LOS ANGELES CLIPPERS,240,29,83,3,17,25,28,13,28,14,8,6,16,25
TORONTO RAPTORS,240,28,71,5,17,5,8,8,29,11,4,4,19,19
MIAMI HEAT,240,31,74,2,9,14,18,10,28,14,9,5,12,18
BOSTON CELTICS,240,36,78,12,24,10,19,10,29,25,6,3,15,25
MILWAUKEE BUCKS,240,35,78,8,19,22,25,9,33,25,5,5,12,14
NEW ORLEANS HORNETS,240,29,91,5,27,11,16,18,37,18,8,4,15,22
NEW YORK KNICKS,240,31,76,3,21,14,23,8,40,15,12,8,12,18
ATLANTA HAWKS,240,33,75,5,19,15,18,9,27,23,4,2,16,18
PHILADELPHIA 76ERS,240,38,79,7,13,15,19,13,28,23,8,2,10,17
HOUSTON ROCKETS,240,29,73,3,16,27,40,11,33,8,5,4,7,26
SEATTLE SUPERSONICS,240,31,78,11,29,22,28,9,31,20,2,12,9,27
DETROIT PISTONS,240,27,66,3,6,23,29,11,36,14,7,2,15,19
WASHINGTON WIZARDS,240,28,74,3,11,10,18,12,26,11,9,4,14,28
