team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,265,39,87,4,14,21,37,15,37,19,11,4,14,23
ATLANTA HAWKS,265,36,77,6,16,21,31,4,32,23,5,9,16,27
UTAH JAZZ,240,37,84,4,16,24,30,14,24,25,4,4,13,29
DALLAS MAVERICKS,240,46,89,9,23,26,31,16,33,28,10,4,7,23
SACRAMENTO KINGS,240,33,91,4,15,18,26,16,25,24,13,4,16,29
DENVER NUGGETS,240,42,86,2,5,23,28,12,37,25,9,14,16,25
PHILADELPHIA 76ERS,240,37,79,10,19,6,11,8,17,22,10,4,11,17
GOLDEN STATE WARRIORS,240,41,69,5,13,17,19,7,30,18,4,2,18,17
MEMPHIS GRIZZLIES,240,35,84,3,13,6,11,16,24,24,9,4,12,26
HOUSTON ROCKETS,240,24,66,2,15,21,28,13,29,14,8,10,22,17
CHICAGO BULLS,240,23,82,4,16,18,24,15,30,14,6,10,18,22
MILWAUKEE BUCKS,240,39,87,6,15,14,27,14,40,27,8,7,10,22
TORONTO RAPTORS,240,19,69,3,8,15,17,17,28,10,4,2,16,15
MINNESOTA TIMBERWOLVES,240,31,68,2,5,9,11,7,28,20,5,10,11,22
BOSTON CELTICS,240,33,81,8,26,16,19,9,31,20,6,3,16,28
NEW ORLEANS HORNETS,240,34,71,12,24,17,29,4,28,23,10,2,16,23
DETROIT PISTONS,240,35,84,3,7,23,28,18,32,17,7,5,15,17
ORLANDO MAGIC,240,32,82,5,12,16,21,9,24,16,7,2,14,23
LOS ANGELES LAKERS,240,37,81,2,13,27,39,15,37,24,6,6,13,18
PHOENIX SUNS,240,38,92,8,17,15,15,8,30,22,7,5,9,29
CLEVELAND CAVALIERS,240,35,73,2,11,13,17,8,29,23,5,3,20,24
PORTLAND TRAIL BLAZERS,240,38,77,6,15,22,29,8,30,27,7,3,12,22
NEW YORK KNICKS,240,29,71,1,13,15,16,8,29,20,5,4,18,29
SAN ANTONIO SPURS,240,27,63,6,18,26,35,8,31,20,8,2,15,19
NEW JERSEY NETS,240,37,87,6,14,18,20,14,25,26,12,4,11,20
WASHINGTON WIZARDS,240,34,81,3,14,14,20,19,29,18,8,6,22,23
