team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,30,94,8,15,27,32,24,29,19,7,5,15,26
CLEVELAND CAVALIERS,240,39,81,3,10,22,35,12,36,18,8,10,14,24
LOS ANGELES LAKERS,240,38,81,1,8,19,23,9,18,25,6,3,8,20
DETROIT PISTONS,240,42,74,2,9,20,24,14,32,23,6,5,16,24
ATLANTA HAWKS,240,38,83,4,14,21,24,15,33,22,9,4,14,27
MILWAUKEE BUCKS,240,29,77,3,12,32,38,14,27,18,6,7,15,21
DENVER NUGGETS,240,27,84,6,15,16,21,11,27,17,4,2,8,23
MINNESOTA TIMBERWOLVES,240,36,78,0,4,17,20,10,37,27,6,7,11,21
NEW ORLEANS HORNETS,240,35,86,9,27,9,13,19,31,22,5,5,14,22
NEW JERSEY NETS,240,30,77,4,17,21,23,9,29,20,4,9,11,21
CHICAGO BULLS,240,33,81,2,15,14,18,12,33,17,6,3,19,23
PHOENIX SUNS,240,36,76,0,8,23,32,10,36,28,13,4,14,22
GOLDEN STATE WARRIORS,240,34,76,3,10,10,16,10,28,15,7,3,15,17
SAN ANTONIO SPURS,240,38,76,10,17,8,15,10,29,27,10,6,12,18
MIAMI HEAT,240,39,74,6,12,21,29,15,33,20,10,1,23,24
SEATTLE SUPERSONICS,240,36,82,10,27,16,23,9,21,14,8,5,15,23
