team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,32,82,7,20,12,16,11,34,19,8,4,15,23
ATLANTA HAWKS,240,33,84,5,15,24,28,15,37,22,10,6,11,16
MILWAUKEE BUCKS,240,34,82,7,23,21,29,13,27,21,10,5,16,18
BOSTON CELTICS,240,41,78,8,19,16,20,11,37,30,9,4,21,24
DALLAS MAVERICKS,240,41,97,6,16,15,21,15,23,20,8,3,13,28
DENVER NUGGETS,240,39,75,8,20,27,35,12,35,26,6,10,22,28
CLEVELAND CAVALIERS,240,36,79,1,7,15,20,9,36,22,7,7,17,29
DETROIT PISTONS,240,32,78,3,6,25,34,12,32,21,5,6,13,20
PHILADELPHIA 76ERS,240,29,71,1,2,18,22,10,22,22,9,5,13,18
INDIANA PACERS,240,35,77,5,13,15,20,18,28,24,6,11,17,21
SAN ANTONIO SPURS,240,32,82,2,10,21,34,17,30,19,8,1,13,20
LOS ANGELES LAKERS,240,42,80,6,10,13,21,9,34,29,7,4,12,21
MINNESOTA TIMBERWOLVES,240,37,75,2,7,26,32,7,37,24,7,8,14,22
MEMPHIS GRIZZLIES,240,38,91,6,19,16,23,13,29,24,7,1,10,25
TORONTO RAPTORS,240,31,75,3,7,22,25,10,28,20,7,2,13,22
ORLANDO MAGIC,240,31,73,2,5,22,26,9,30,10,5,6,17,25
GOLDEN STATE WARRIORS,240,37,76,4,16,14,23,10,40,18,7,5,19,21
PHOENIX SUNS,240,30,82,6,18,17,22,9,24,17,13,5,11,20
NEW JERSEY NETS,240,36,78,7,13,14,22,9,25,27,6,7,10,17
PORTLAND TRAIL BLAZERS,240,41,83,4,10,11,18,11,32,28,7,4,9,21
HOUSTON ROCKETS,240,28,77,5,15,13,15,10,27,11,4,3,17,21
SACRAMENTO KINGS,240,41,79,4,10,17,24,8,33,33,15,6,14,19
SEATTLE SUPERSONICS,240,28,70,10,24,15,24,8,22,14,13,5,21,26
UTAH JAZZ,240,33,66,3,8,29,35,10,34,22,10,9,20,25
