team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,32,92,7,23,10,15,20,29,20,12,5,9,21
DETROIT PISTONS,240,32,80,5,16,11,17,18,36,28,3,6,16,14
PORTLAND TRAIL BLAZERS,240,32,83,1,15,7,15,15,32,21,5,2,15,25
GOLDEN STATE WARRIORS,240,30,79,1,10,17,25,16,37,19,5,4,13,16
MEMPHIS GRIZZLIES,240,34,72,4,12,17,22,5,24,18,7,4,22,30
LOS ANGELES LAKERS,240,45,76,4,7,27,30,5,31,32,10,2,13,21
CHICAGO BULLS,240,42,81,5,15,10,16,5,29,23,10,4,14,18
SACRAMENTO KINGS,240,41,89,13,25,15,18,14,37,31,7,1,14,16
WASHINGTON WIZARDS,240,32,83,7,20,14,21,19,28,12,6,4,19,23
SEATTLE SUPERSONICS,240,34,81,10,22,10,15,15,24,24,11,10,15,20
MILWAUKEE BUCKS,240,31,73,2,14,18,24,12,33,15,11,2,12,14
TORONTO RAPTORS,240,25,73,2,11,10,14,15,24,13,6,3,18,21
