team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,42,94,8,21,17,27,17,36,26,3,5,12,20
CLEVELAND CAVALIERS,240,42,103,7,16,12,17,19,35,26,5,5,12,24
TORONTO RAPTORS,240,45,84,6,12,27,31,13,38,28,7,10,18,33
DETROIT PISTONS,240,35,90,5,8,31,40,17,20,18,7,1,13,23
ORLANDO MAGIC,240,42,89,6,11,11,15,14,28,15,5,2,20,27
INDIANA PACERS,240,42,74,9,17,23,31,7,29,25,9,8,17,22
DALLAS MAVERICKS,240,40,97,8,18,17,20,7,26,20,7,2,8,19
MIAMI HEAT,240,49,88,11,25,19,22,9,45,32,3,2,18,19
NEW YORK KNICKS,240,36,84,5,16,13,16,10,32,23,5,5,11,28
MINNESOTA TIMBERWOLVES,240,33,78,2,10,25,31,8,32,28,6,6,9,13
