team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,34,80,0,8,18,27,12,36,17,9,4,22,31
CHARLOTTE HORNETS,240,34,82,10,22,22,37,14,33,25,13,5,21,25
GOLDEN STATE WARRIORS,240,34,82,7,18,21,27,18,33,14,4,2,23,29
DALLAS MAVERICKS,240,39,85,2,15,28,34,11,30,22,11,6,13,19
PHOENIX SUNS,265,43,111,9,22,7,14,21,37,29,9,5,13,28
DENVER NUGGETS,265,40,89,8,18,19,26,13,42,25,6,16,18,17
MILWAUKEE BUCKS,240,38,79,3,7,19,28,10,25,20,10,2,8,25
HOUSTON ROCKETS,240,34,75,6,20,19,29,15,27,22,5,7,18,24
SEATTLE SUPERSONICS,240,37,93,7,20,23,32,19,34,25,8,3,11,21
LOS ANGELES CLIPPERS,240,35,78,6,16,16,27,12,33,14,4,9,17,24
DETROIT PISTONS,290,43,99,5,15,31,43,15,39,13,4,5,19,42
MIAMI HEAT,290,41,106,10,29,36,48,22,44,24,7,5,14,39
INDIANA PACERS,240,37,78,6,13,39,53,15,28,14,10,3,20,38
NEW JERSEY NETS,240,36,81,5,12,35,46,15,30,11,11,4,18,39
CLEVELAND CAVALIERS,240,30,77,7,14,17,23,9,29,23,10,2,18,27
NEW YORK KNICKS,240,32,74,6,15,22,27,9,35,17,10,10,15,23
PHILADELPHIA 76ERS,240,30,83,1,4,15,21,13,22,15,10,5,12,23
SAN ANTONIO SPURS,240,31,72,6,10,21,29,15,35,22,4,12,20,21
BOSTON CELTICS,240,38,73,10,13,17,22,6,33,21,12,4,17,30
TORONTO RAPTORS,240,33,75,3,13,21,30,10,26,22,9,7,17,20
LOS ANGELES LAKERS,240,33,76,8,13,17,26,16,29,22,9,6,16,27
UTAH JAZZ,240,29,67,3,10,23,28,8,30,20,7,6,17,26
PORTLAND TRAIL BLAZERS,240,45,82,3,12,13,18,9,30,29,8,4,10,28
VANCOUVER GRIZZLIES,240,30,75,2,7,24,34,15,26,19,4,3,16,23
ATLANTA HAWKS,240,31,78,2,6,23,30,16,34,15,5,5,23,22
WASHINGTON WIZARDS,240,39,88,3,10,13,16,12,30,23,5,5,15,30
