team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,41,90,4,11,33,36,12,26,24,15,6,11,25
ATLANTA HAWKS,240,41,83,6,14,21,30,17,29,22,3,5,26,26
INDIANA PACERS,240,34,71,5,19,16,20,5,42,25,6,2,32,29
CHARLOTTE HORNETS,240,38,87,4,13,18,29,10,28,31,20,3,13,19
PHILADELPHIA 76ERS,240,29,80,1,5,21,26,16,24,17,15,5,17,30
PHOENIX SUNS,240,29,73,2,10,24,31,17,32,17,9,4,25,24
GOLDEN STATE WARRIORS,240,30,88,3,8,18,25,22,29,17,5,6,17,28
SAN ANTONIO SPURS,240,40,81,5,12,19,31,10,35,28,4,8,13,22
DALLAS MAVERICKS,240,42,89,2,6,10,15,8,33,28,6,9,16,17
SEATTLE SUPERSONICS,240,42,100,5,21,17,20,22,36,30,9,4,11,20
MIAMI HEAT,240,36,83,4,8,10,15,13,33,27,5,8,18,20
TORONTO RAPTORS,240,37,86,10,16,13,18,11,29,27,9,14,11,22
HOUSTON ROCKETS,240,30,68,7,19,15,18,5,23,20,11,6,23,22
UTAH JAZZ,240,41,77,2,10,14,19,8,29,24,8,6,19,26
