team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,43,80,4,8,24,31,13,28,18,11,2,11,21
BOSTON CELTICS,240,43,89,10,24,16,20,17,25,26,8,5,14,26
WASHINGTON WIZARDS,240,36,85,0,5,13,21,14,28,27,5,2,27,29
CHARLOTTE HORNETS,240,44,89,4,10,26,33,11,32,36,15,5,15,22
MINNESOTA TIMBERWOLVES,240,40,87,2,7,23,33,13,30,20,10,3,15,26
DENVER NUGGETS,240,42,89,7,14,23,32,13,33,15,11,6,15,27
ATLANTA HAWKS,240,36,85,6,14,13,22,12,39,15,5,4,15,22
DETROIT PISTONS,240,32,84,3,15,26,29,11,36,14,7,3,10,23
VANCOUVER GRIZZLIES,240,32,78,1,5,21,25,14,25,17,9,2,16,23
INDIANA PACERS,240,42,79,6,16,15,17,8,26,24,10,7,16,22
NEW JERSEY NETS,240,28,81,5,13,19,21,14,28,19,7,2,12,12
LOS ANGELES LAKERS,240,45,83,4,10,9,14,8,36,28,5,7,10,20
CLEVELAND CAVALIERS,240,30,71,4,13,19,28,8,34,22,2,5,20,27
PHILADELPHIA 76ERS,240,36,82,4,7,30,41,14,35,23,12,5,7,26
HOUSTON ROCKETS,265,28,83,7,25,25,32,14,41,17,7,5,22,25
PORTLAND TRAIL BLAZERS,265,35,88,4,12,17,26,13,34,21,13,4,12,25
GOLDEN STATE WARRIORS,240,40,97,3,8,12,18,19,31,21,7,4,18,22
SACRAMENTO KINGS,240,48,90,9,24,19,24,10,39,37,8,9,12,18
CHICAGO BULLS,240,28,79,1,3,21,32,16,27,13,8,3,12,25
SAN ANTONIO SPURS,240,38,74,5,12,20,27,11,33,19,5,20,12,24
LOS ANGELES CLIPPERS,240,35,78,6,15,17,21,9,26,17,6,3,19,22
SEATTLE SUPERSONICS,240,39,79,7,21,13,25,12,28,26,11,3,19,22
TORONTO RAPTORS,240,33,69,3,12,31,37,13,33,21,5,2,17,22
UTAH JAZZ,240,35,88,3,14,14,22,14,22,23,7,3,10,26
