team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,38,84,4,14,18,22,11,28,21,7,3,11,23
ATLANTA HAWKS,240,40,86,3,10,20,29,16,33,19,5,3,13,20
HOUSTON ROCKETS,240,34,92,5,20,22,35,22,35,19,8,5,17,23
DALLAS MAVERICKS,240,46,88,2,4,20,24,5,39,29,9,10,11,25
NEW YORK KNICKS,240,40,71,3,8,19,26,3,30,24,12,1,17,32
DENVER NUGGETS,240,32,71,6,15,25,38,10,24,21,5,5,20,27
CHICAGO BULLS,240,32,92,4,10,11,21,19,33,19,6,2,15,24
GOLDEN STATE WARRIORS,240,38,87,2,9,21,30,17,42,22,10,8,12,22
PORTLAND TRAIL BLAZERS,240,37,72,5,14,22,29,9,33,18,6,5,13,20
MIAMI HEAT,240,37,83,10,22,12,16,13,23,26,5,3,12,22
LOS ANGELES CLIPPERS,240,37,95,3,15,16,26,24,30,16,3,6,12,23
MILWAUKEE BUCKS,240,39,78,3,10,20,24,7,36,26,6,6,13,24
VANCOUVER GRIZZLIES,240,31,83,2,7,13,25,14,42,13,9,7,20,23
SACRAMENTO KINGS,240,31,96,3,25,16,24,20,33,19,16,7,16,22
INDIANA PACERS,265,37,94,8,20,5,6,13,38,19,6,7,18,29
SAN ANTONIO SPURS,265,32,83,3,5,23,30,10,38,18,11,5,16,15
DETROIT PISTONS,240,36,92,3,17,10,12,14,24,23,11,2,18,27
TORONTO RAPTORS,240,31,70,3,9,24,33,11,34,21,8,10,25,22
PHILADELPHIA 76ERS,240,33,70,5,6,24,37,8,37,24,10,8,16,27
WASHINGTON WIZARDS,240,27,79,3,13,16,31,16,36,14,6,3,20,31
