team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,33,87,7,25,15,21,7,31,21,6,3,19,22
MIAMI HEAT,240,39,80,3,9,17,20,9,44,22,11,7,22,25
DALLAS MAVERICKS,240,31,88,6,16,14,19,14,24,19,5,4,14,14
NEW YORK KNICKS,240,46,90,7,9,8,9,15,37,28,8,5,16,21
INDIANA PACERS,240,32,85,6,13,23,31,14,31,18,10,9,10,23
PORTLAND TRAIL BLAZERS,240,33,83,4,13,21,24,12,34,23,5,8,12,20
GOLDEN STATE WARRIORS,240,37,71,12,15,13,23,8,17,26,7,2,16,21
UTAH JAZZ,240,42,73,7,12,24,27,14,27,37,12,6,16,23
HOUSTON ROCKETS,265,45,87,10,21,18,30,15,31,20,7,9,15,24
VANCOUVER GRIZZLIES,265,39,86,8,14,24,34,16,26,23,10,4,16,28
