team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,39,82,0,7,22,30,13,26,21,2,6,12,22
DENVER NUGGETS,240,45,96,6,19,19,24,22,27,28,6,15,7,23
ORLANDO MAGIC,240,37,99,1,6,27,36,21,35,18,16,3,20,28
HOUSTON ROCKETS,240,34,79,2,14,27,37,13,35,19,12,10,27,28
UTAH JAZZ,240,37,76,2,6,18,23,6,38,23,8,5,16,30
LOS ANGELES CLIPPERS,240,25,73,2,14,27,35,9,27,11,5,5,14,22
MILWAUKEE BUCKS,265,36,91,5,16,24,31,15,33,16,7,6,14,28
NEW YORK KNICKS,265,36,87,6,14,33,37,12,35,24,6,7,12,25
SEATTLE SUPERSONICS,240,37,83,7,22,17,31,15,25,21,5,4,16,20
PHILADELPHIA 76ERS,240,49,102,6,13,13,17,21,35,27,12,5,12,28
