team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,35,80,3,12,24,35,17,22,14,6,6,14,26
ATLANTA HAWKS,240,44,81,3,8,22,34,13,29,21,10,3,11,30
NEW YORK KNICKS,240,36,82,5,12,16,19,10,30,26,4,4,15,29
CLEVELAND CAVALIERS,240,32,72,3,11,35,44,10,34,22,6,4,16,27
DALLAS MAVERICKS,240,45,89,7,13,23,26,10,34,26,10,8,9,25
GOLDEN STATE WARRIORS,240,38,106,4,14,17,23,33,26,27,5,11,13,19
BOSTON CELTICS,240,42,80,6,14,18,23,10,28,20,11,4,16,35
INDIANA PACERS,240,36,75,10,20,33,40,12,27,19,4,5,14,25
DETROIT PISTONS,240,42,83,9,20,18,26,9,30,29,4,5,20,26
MILWAUKEE BUCKS,240,45,89,9,18,22,25,7,30,29,12,5,9,27
SACRAMENTO KINGS,240,41,84,5,15,14,24,8,29,28,9,3,16,18
MINNESOTA TIMBERWOLVES,240,47,91,4,10,16,19,14,36,36,10,2,14,27
LOS ANGELES LAKERS,240,31,78,3,12,17,34,15,24,16,8,3,14,24
PORTLAND TRAIL BLAZERS,240,38,69,1,9,20,21,5,35,21,7,3,17,33
UTAH JAZZ,240,37,79,3,10,17,18,14,24,21,6,1,14,23
SEATTLE SUPERSONICS,240,41,79,5,14,12,20,10,26,24,9,4,10,19
DENVER NUGGETS,240,32,70,6,17,24,28,11,20,18,6,5,18,20
VANCOUVER GRIZZLIES,240,45,81,2,6,17,20,14,27,24,9,2,9,24
ORLANDO MAGIC,240,38,81,3,11,28,38,9,28,28,9,10,11,29
WASHINGTON WIZARDS,240,37,87,7,18,23,29,18,33,29,5,3,19,32
