team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,38,80,2,10,25,34,11,27,22,9,5,19,35
BOSTON CELTICS,240,35,81,6,15,38,45,16,31,19,9,5,18,25
DALLAS MAVERICKS,240,37,89,4,15,21,26,8,27,23,10,5,15,32
CHARLOTTE HORNETS,240,33,82,4,13,34,41,17,43,27,8,10,21,27
NEW JERSEY NETS,240,36,76,10,18,25,31,9,28,19,7,4,15,25
DETROIT PISTONS,240,45,84,3,9,16,24,12,28,24,5,3,15,27
LOS ANGELES CLIPPERS,240,31,77,4,13,23,32,9,34,17,7,4,13,16
MINNESOTA TIMBERWOLVES,240,35,90,2,10,13,20,18,30,27,6,10,13,27
PORTLAND TRAIL BLAZERS,240,34,83,2,14,11,19,11,32,24,14,9,18,18
ORLANDO MAGIC,240,31,91,2,8,15,19,25,35,19,10,4,19,16
MIAMI HEAT,240,36,82,6,16,20,30,20,34,23,6,10,15,27
PHILADELPHIA 76ERS,240,34,88,1,4,24,34,17,27,16,9,4,8,24
CHICAGO BULLS,240,27,64,3,9,24,35,8,22,12,12,6,24,24
PHOENIX SUNS,240,42,76,3,4,18,22,9,26,30,16,5,22,30
GOLDEN STATE WARRIORS,240,46,88,5,12,11,19,11,29,29,6,6,17,24
SEATTLE SUPERSONICS,240,45,85,4,14,17,22,8,25,31,13,2,12,19
NEW YORK KNICKS,240,38,82,2,10,12,19,8,25,17,10,2,11,31
UTAH JAZZ,240,35,74,2,12,26,33,13,33,24,7,6,18,20
