team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,36,75,3,12,25,34,11,30,24,12,4,19,24
BOSTON CELTICS,240,39,87,4,12,21,29,18,28,23,15,4,17,27
MIAMI HEAT,240,36,71,9,19,24,30,8,33,25,12,10,22,25
CHICAGO BULLS,240,30,78,7,20,20,27,12,26,23,12,4,20,23
NEW YORK KNICKS,240,39,72,7,17,18,23,6,36,26,4,3,20,36
DETROIT PISTONS,240,32,83,3,10,24,32,11,26,16,4,2,16,24
SAN ANTONIO SPURS,240,35,77,6,8,19,23,11,31,20,9,4,18,20
HOUSTON ROCKETS,240,33,83,4,19,15,23,15,30,13,12,5,20,23
PHILADELPHIA 76ERS,240,29,86,1,4,22,34,18,26,7,12,11,19,34
LOS ANGELES CLIPPERS,240,30,69,4,8,27,31,12,40,16,5,19,29,26
TORONTO RAPTORS,240,44,87,3,7,21,29,19,33,18,5,4,12,29
NEW JERSEY NETS,240,34,89,2,9,22,28,13,25,10,5,9,8,23
CLEVELAND CAVALIERS,240,44,90,5,18,11,14,10,31,27,9,3,20,26
ORLANDO MAGIC,240,37,95,3,13,22,27,18,33,17,9,5,21,18
DENVER NUGGETS,240,32,74,5,10,14,19,9,28,19,8,7,21,23
PORTLAND TRAIL BLAZERS,240,37,78,4,11,17,28,14,29,24,10,4,19,21
MINNESOTA TIMBERWOLVES,240,39,99,6,14,11,14,16,38,27,12,4,18,27
SACRAMENTO KINGS,240,34,95,9,24,23,27,15,40,25,7,3,19,14
