team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,37,88,5,19,17,24,16,23,18,10,4,16,21
BOSTON CELTICS,240,43,86,6,15,17,23,16,33,26,13,6,17,26
SACRAMENTO KINGS,240,36,91,3,23,28,32,17,41,19,11,6,14,17
DALLAS MAVERICKS,240,40,101,3,16,11,12,17,41,21,7,1,15,22
CLEVELAND CAVALIERS,240,33,84,5,10,19,27,10,25,18,15,6,20,36
DETROIT PISTONS,240,32,74,1,9,36,45,10,43,20,11,3,25,26
ATLANTA HAWKS,240,43,96,2,8,17,22,19,27,12,2,6,9,22
INDIANA PACERS,240,36,83,5,13,22,25,14,29,25,3,8,10,21
CHICAGO BULLS,240,31,86,7,17,26,38,15,26,18,10,5,15,41
LOS ANGELES LAKERS,240,29,63,2,7,43,64,11,35,19,7,10,18,29
UTAH JAZZ,240,28,75,1,5,27,31,12,26,18,9,3,15,25
MINNESOTA TIMBERWOLVES,240,34,78,1,6,20,28,13,27,21,8,7,17,25
CHARLOTTE HORNETS,240,41,86,10,21,11,21,12,34,28,11,5,21,25
ORLANDO MAGIC,240,37,84,3,14,15,24,11,36,24,10,6,21,25
PORTLAND TRAIL BLAZERS,240,36,71,4,8,21,35,5,37,30,7,9,14,23
PHILADELPHIA 76ERS,240,35,85,3,12,18,26,11,34,23,8,5,12,27
NEW YORK KNICKS,240,27,66,2,6,25,35,10,26,23,7,5,19,31
PHOENIX SUNS,240,32,69,7,14,25,30,12,29,25,7,8,18,28
LOS ANGELES CLIPPERS,240,36,83,8,20,20,30,17,26,15,5,8,19,24
TORONTO RAPTORS,240,38,80,7,12,23,28,11,29,27,11,8,13,28
