team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,30,78,4,16,20,25,7,23,15,9,2,11,29
ATLANTA HAWKS,240,34,69,1,10,25,32,10,37,17,3,5,18,20
CHARLOTTE HORNETS,240,30,90,3,19,26,29,13,27,19,10,7,15,29
CLEVELAND CAVALIERS,240,36,80,3,7,31,38,17,39,24,10,3,23,33
CHICAGO BULLS,240,36,82,1,10,10,12,13,30,22,6,3,19,27
DALLAS MAVERICKS,240,37,75,4,9,17,18,6,28,27,7,7,13,12
TORONTO RAPTORS,240,40,87,7,17,19,22,10,33,21,14,4,8,22
GOLDEN STATE WARRIORS,240,36,89,4,12,12,17,20,34,22,4,5,19,16
PORTLAND TRAIL BLAZERS,240,37,87,6,16,8,9,12,35,21,11,2,13,23
LOS ANGELES CLIPPERS,240,26,79,6,17,13,25,17,28,11,9,8,16,17
WASHINGTON WIZARDS,240,31,72,3,8,21,28,10,24,19,8,5,17,23
MIAMI HEAT,240,35,75,5,11,14,19,11,30,24,9,7,18,26
PHILADELPHIA 76ERS,240,34,88,2,7,12,22,20,29,19,10,2,18,19
MILWAUKEE BUCKS,240,31,85,3,18,14,17,17,29,15,9,9,18,21
VANCOUVER GRIZZLIES,240,35,79,0,6,12,16,12,19,24,5,4,21,24
MINNESOTA TIMBERWOLVES,240,43,82,5,10,22,27,14,27,28,8,7,14,21
ORLANDO MAGIC,240,36,81,3,14,21,29,11,33,17,3,3,10,16
NEW YORK KNICKS,240,40,84,6,8,13,14,4,31,24,3,2,7,24
NEW JERSEY NETS,240,29,86,4,18,28,32,13,22,13,7,3,11,25
PHOENIX SUNS,240,53,83,5,10,18,22,7,43,40,5,10,11,25
DENVER NUGGETS,240,36,81,5,15,10,20,8,24,16,9,4,6,19
SAN ANTONIO SPURS,240,42,81,8,15,14,21,16,37,24,3,6,13,20
