team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,28,81,6,21,13,27,16,31,12,6,3,12,24
ATLANTA HAWKS,240,28,73,2,9,26,32,11,34,12,6,6,12,27
BOSTON CELTICS,240,28,76,9,32,13,18,10,26,15,4,2,13,17
DALLAS MAVERICKS,240,39,84,8,18,17,20,15,34,30,6,6,8,20
PORTLAND TRAIL BLAZERS,240,29,82,4,15,19,24,17,26,19,8,7,15,16
DENVER NUGGETS,240,33,75,0,3,16,20,10,29,22,10,12,14,20
CLEVELAND CAVALIERS,240,36,80,2,8,25,35,8,30,18,15,4,17,25
LOS ANGELES LAKERS,240,42,91,6,17,25,32,18,36,31,9,8,23,25
CHICAGO BULLS,265,37,84,5,14,6,21,10,33,22,7,2,14,25
MILWAUKEE BUCKS,265,36,86,5,17,16,25,10,38,25,9,3,16,26
SACRAMENTO KINGS,265,44,96,8,18,13,22,8,27,33,12,4,11,24
MINNESOTA TIMBERWOLVES,265,46,93,1,4,22,32,18,39,29,5,4,21,21
DETROIT PISTONS,265,31,76,8,23,31,33,3,23,21,7,5,11,24
NEW ORLEANS HORNETS,265,39,85,6,14,15,20,13,38,33,4,5,13,30
INDIANA PACERS,265,39,90,4,21,19,25,16,25,17,18,6,18,19
ORLANDO MAGIC,265,35,78,8,17,19,23,9,30,22,8,4,23,19
NEW YORK KNICKS,240,42,84,16,32,14,20,11,26,26,11,3,12,21
PHILADELPHIA 76ERS,240,40,76,5,12,27,33,12,31,24,8,1,15,16
MEMPHIS GRIZZLIES,240,38,82,4,15,10,12,9,22,20,8,8,13,20
PHOENIX SUNS,240,37,88,4,16,18,20,23,29,25,8,4,15,14
LOS ANGELES CLIPPERS,240,29,70,2,13,30,41,9,38,16,2,5,18,28
SEATTLE SUPERSONICS,240,31,78,4,14,22,28,4,30,22,9,3,10,29
NEW JERSEY NETS,240,34,76,6,12,20,28,12,31,18,5,2,13,19
TORONTO RAPTORS,240,31,67,5,15,12,24,8,23,16,9,1,14,24
MIAMI HEAT,240,29,77,0,4,18,22,20,20,13,11,3,17,25
UTAH JAZZ,240,34,66,4,11,20,27,13,25,21,11,10,17,23
GOLDEN STATE WARRIORS,240,41,93,5,15,17,20,23,25,18,9,6,11,17
WASHINGTON WIZARDS,240,40,80,2,4,17,20,10,24,20,5,11,13,18
