team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,32,72,9,20,17,26,9,25,18,7,1,16,23
ATLANTA HAWKS,240,31,72,1,13,23,28,11,28,19,12,4,16,27
CLEVELAND CAVALIERS,240,27,78,1,11,24,31,15,32,19,11,4,19,26
CHICAGO BULLS,240,31,74,2,6,21,27,8,35,23,9,6,19,26
PHILADELPHIA 76ERS,240,32,75,1,7,18,25,13,22,17,8,1,14,20
DALLAS MAVERICKS,240,40,79,3,10,19,25,15,28,21,5,12,12,19
SACRAMENTO KINGS,240,34,82,6,18,13,21,7,34,21,16,9,15,18
DENVER NUGGETS,240,29,80,3,13,15,19,12,40,17,6,8,21,17
GOLDEN STATE WARRIORS,240,32,75,3,5,19,21,11,32,15,7,5,14,20
HOUSTON ROCKETS,240,33,89,4,17,14,17,19,31,15,9,7,11,18
UTAH JAZZ,240,36,79,2,7,31,32,12,30,30,5,1,10,17
MINNESOTA TIMBERWOLVES,240,42,87,4,11,9,18,10,28,33,7,7,9,24
NEW JERSEY NETS,240,31,78,2,16,24,36,18,29,24,7,2,16,14
ORLANDO MAGIC,240,35,81,7,22,6,8,10,27,19,10,1,18,27
LOS ANGELES LAKERS,240,37,91,2,21,17,25,17,27,16,7,10,13,32
PHOENIX SUNS,240,37,79,3,11,30,42,12,34,22,4,5,14,24
INDIANA PACERS,290,37,88,10,20,20,27,15,30,25,11,3,22,24
WASHINGTON WIZARDS,290,39,89,7,21,22,28,15,33,25,13,6,19,27
