team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,25,74,9,26,26,30,13,28,15,4,4,11,24
MIAMI HEAT,240,34,69,4,10,16,26,8,30,15,9,5,10,25
ATLANTA HAWKS,240,34,71,3,13,17,24,12,29,22,6,2,21,18
MILWAUKEE BUCKS,240,37,75,7,17,16,18,7,21,22,14,5,10,15
CHICAGO BULLS,240,31,82,6,18,18,21,19,35,16,4,5,20,16
NEW YORK KNICKS,240,40,91,7,24,11,13,15,28,21,9,2,10,22
PHOENIX SUNS,265,38,97,3,9,21,28,19,32,15,8,6,10,30
SAN ANTONIO SPURS,265,37,92,6,18,28,33,19,37,21,7,9,13,21
TORONTO RAPTORS,240,34,78,5,15,11,14,10,37,21,8,5,15,24
WASHINGTON WIZARDS,240,29,85,3,9,14,18,16,28,12,8,9,11,14
