team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,33,85,8,17,26,33,13,28,20,8,4,15,27
CLEVELAND CAVALIERS,240,35,83,3,9,31,33,13,35,17,10,12,15,23
NEW JERSEY NETS,240,31,73,3,7,27,36,13,28,21,14,1,20,29
DENVER NUGGETS,240,21,56,0,7,24,35,6,28,18,13,11,30,32
HOUSTON ROCKETS,240,32,75,4,8,32,39,11,32,18,6,11,14,21
MEMPHIS GRIZZLIES,240,35,88,6,14,19,25,17,27,19,6,7,10,30
INDIANA PACERS,240,35,72,6,14,26,39,12,31,14,6,5,13,21
MIAMI HEAT,240,37,84,3,11,18,23,7,29,20,9,6,7,29
SAN ANTONIO SPURS,240,34,77,7,18,20,27,11,33,19,2,5,20,25
MINNESOTA TIMBERWOLVES,240,47,91,3,7,9,14,12,30,33,8,3,10,29
MILWAUKEE BUCKS,240,41,78,13,26,13,14,13,34,27,6,4,19,22
NEW ORLEANS HORNETS,240,34,81,5,15,20,24,12,22,20,13,4,12,16
PHOENIX SUNS,240,39,80,3,12,12,24,10,33,23,6,3,19,19
WASHINGTON WIZARDS,240,37,78,2,11,22,27,6,30,21,11,5,12,22
