team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,39,74,7,17,23,33,17,28,21,11,6,21,25
BOSTON CELTICS,240,36,76,17,31,14,19,14,18,23,10,3,20,22
LOS ANGELES CLIPPERS,240,38,85,7,20,28,33,16,24,16,7,5,14,24
MEMPHIS GRIZZLIES,240,45,86,6,15,20,28,15,30,26,6,3,13,23
NEW JERSEY NETS,240,39,67,4,9,18,30,11,33,24,15,5,24,24
MIAMI HEAT,240,29,76,2,7,20,26,13,19,14,14,0,18,23
UTAH JAZZ,240,42,79,3,9,31,46,20,18,26,13,0,13,23
MILWAUKEE BUCKS,240,42,75,8,17,23,27,9,18,25,10,3,20,30
ORLANDO MAGIC,240,34,77,4,12,17,23,12,24,22,6,2,16,26
NEW ORLEANS HORNETS,240,39,80,4,9,18,23,8,28,22,9,3,13,19
INDIANA PACERS,240,35,76,7,19,19,30,9,38,20,6,2,19,20
NEW YORK KNICKS,240,36,89,8,18,18,22,16,28,19,8,2,13,24
GOLDEN STATE WARRIORS,240,37,88,4,15,17,23,24,26,18,5,6,18,25
SAN ANTONIO SPURS,240,36,76,5,14,21,25,10,22,15,9,10,16,22
DENVER NUGGETS,240,33,61,2,10,26,39,10,30,21,4,3,13,24
SEATTLE SUPERSONICS,240,32,80,5,13,13,25,16,15,22,5,1,8,25
CLEVELAND CAVALIERS,240,29,74,3,7,20,26,11,34,14,9,10,21,24
TORONTO RAPTORS,240,32,83,1,15,15,21,13,28,19,11,6,16,25
