team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,36,80,6,20,18,24,11,27,20,4,8,9,18
LOS ANGELES CLIPPERS,240,36,81,3,13,15,21,16,30,18,3,4,10,25
MIAMI HEAT,240,31,75,3,7,16,19,13,27,19,9,1,21,25
LOS ANGELES LAKERS,240,40,78,6,16,20,24,8,30,25,11,3,13,17
ORLANDO MAGIC,240,37,70,9,24,24,33,6,20,25,15,2,18,21
PHILADELPHIA 76ERS,240,42,70,3,8,18,22,9,26,31,12,2,26,31
UTAH JAZZ,240,37,75,3,12,22,26,10,32,26,8,3,17,28
PHOENIX SUNS,240,35,75,5,15,32,38,10,23,18,7,5,13,22
MEMPHIS GRIZZLIES,240,43,95,0,11,12,16,15,35,18,8,10,16,15
SACRAMENTO KINGS,240,44,104,4,12,14,18,14,35,32,10,4,11,14
BOSTON CELTICS,240,31,74,6,23,12,13,9,32,11,7,4,15,30
SAN ANTONIO SPURS,240,28,71,5,20,20,32,12,26,14,8,7,14,20
CLEVELAND CAVALIERS,240,32,77,5,12,18,26,11,37,17,7,7,18,23
SEATTLE SUPERSONICS,240,32,80,1,6,14,18,7,30,14,11,6,16,24
MINNESOTA TIMBERWOLVES,240,30,72,2,6,29,30,9,22,16,7,6,13,17
TORONTO RAPTORS,240,41,82,6,14,17,20,12,31,26,8,3,12,25
