team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,29,83,4,13,18,19,9,26,14,7,5,7,21
ATLANTA HAWKS,240,32,68,3,7,20,26,9,36,13,5,7,16,21
MILWAUKEE BUCKS,240,33,70,7,14,16,21,8,31,18,5,3,17,21
DETROIT PISTONS,240,28,64,7,18,24,29,5,21,16,7,5,12,13
DENVER NUGGETS,240,32,81,3,8,18,22,13,31,16,12,6,9,17
HOUSTON ROCKETS,240,33,73,7,15,14,22,9,34,21,4,9,16,18
GOLDEN STATE WARRIORS,240,38,80,4,13,24,28,14,23,23,8,4,16,24
INDIANA PACERS,240,41,78,7,14,27,33,9,28,39,12,10,10,21
WASHINGTON WIZARDS,240,30,82,3,6,26,30,16,31,14,9,5,10,17
NEW YORK KNICKS,240,32,87,6,20,14,18,17,31,21,4,1,12,28
