team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,36,85,15,32,17,18,9,31,25,11,10,12,22
HOUSTON ROCKETS,240,30,77,1,9,20,22,10,32,20,9,4,18,18
SAN ANTONIO SPURS,240,39,84,5,12,23,31,12,33,26,7,13,13,27
INDIANA PACERS,240,32,88,3,18,30,35,16,34,22,7,6,13,27
CHICAGO BULLS,240,28,84,4,14,15,19,13,36,15,6,3,15,22
LOS ANGELES CLIPPERS,240,27,87,4,19,19,22,21,35,18,8,8,14,19
NEW YORK KNICKS,240,30,76,6,19,14,16,10,27,9,9,5,18,20
MIAMI HEAT,240,31,70,5,10,15,21,10,27,20,9,4,17,21
WASHINGTON WIZARDS,240,29,77,3,12,17,19,7,35,18,1,5,12,18
NEW JERSEY NETS,240,32,79,2,8,20,29,12,34,25,7,4,9,21
TORONTO RAPTORS,240,33,83,2,10,15,21,7,26,17,8,6,13,16
NEW ORLEANS HORNETS,240,43,81,5,11,13,18,10,42,25,9,6,18,21
CLEVELAND CAVALIERS,240,36,82,0,5,36,47,16,31,21,11,13,23,31
ORLANDO MAGIC,240,40,91,6,19,27,37,17,32,21,11,5,20,36
ATLANTA HAWKS,240,34,70,5,12,24,29,10,34,21,9,9,14,21
PHILADELPHIA 76ERS,240,34,83,2,10,13,20,13,26,25,9,4,11,20
LOS ANGELES LAKERS,240,38,80,1,11,22,30,10,32,20,4,9,9,26
PHOENIX SUNS,240,34,83,4,12,18,26,17,30,17,6,4,9,26
PORTLAND TRAIL BLAZERS,240,25,77,2,14,19,25,18,29,15,3,2,16,21
UTAH JAZZ,240,41,84,2,7,11,16,10,28,32,9,6,8,22
