team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,29,78,0,9,8,17,16,36,17,8,3,21,22
BOSTON CELTICS,240,28,75,7,29,23,30,9,30,18,14,5,11,19
UTAH JAZZ,240,30,68,3,4,29,37,13,31,24,5,9,19,25
DENVER NUGGETS,240,29,74,3,10,20,33,13,24,21,13,10,12,28
CLEVELAND CAVALIERS,240,30,86,3,10,17,27,16,32,17,5,6,15,24
GOLDEN STATE WARRIORS,240,39,86,3,11,27,32,13,38,19,4,12,11,21
PHOENIX SUNS,240,36,97,6,20,18,22,18,30,13,4,5,10,27
HOUSTON ROCKETS,240,34,81,5,16,29,37,9,37,18,7,11,8,20
MIAMI HEAT,240,29,73,6,13,17,21,11,22,16,3,3,17,19
INDIANA PACERS,240,38,72,6,13,22,27,9,29,27,11,9,10,22
MINNESOTA TIMBERWOLVES,240,38,89,2,5,17,20,14,42,29,10,4,9,22
LOS ANGELES CLIPPERS,240,24,75,3,11,13,24,11,33,13,2,6,13,16
LOS ANGELES LAKERS,240,34,83,4,13,18,25,17,33,16,9,7,10,16
NEW ORLEANS HORNETS,240,29,74,8,19,16,21,9,33,21,7,3,15,24
NEW JERSEY NETS,240,41,91,5,17,20,23,25,25,27,10,4,13,22
PHILADELPHIA 76ERS,240,37,77,7,12,27,33,12,23,22,8,3,14,20
MEMPHIS GRIZZLIES,240,35,86,5,12,17,24,14,25,22,6,3,7,11
PORTLAND TRAIL BLAZERS,240,44,78,4,14,8,11,8,34,29,7,5,13,20
DALLAS MAVERICKS,240,39,91,5,18,11,16,13,27,20,6,2,16,18
SACRAMENTO KINGS,240,48,87,13,20,14,19,11,35,34,11,5,16,23
MILWAUKEE BUCKS,240,38,70,7,12,16,19,4,31,18,3,1,9,21
TORONTO RAPTORS,240,34,86,5,16,14,22,18,29,19,4,3,8,15
