team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,290,40,97,4,12,28,36,18,39,22,10,3,14,28
ATLANTA HAWKS,290,39,97,7,26,25,37,18,34,21,8,9,15,31
MILWAUKEE BUCKS,240,40,75,12,24,14,17,4,33,30,3,2,11,18
BOSTON CELTICS,240,33,78,12,32,19,24,9,29,19,9,2,10,16
PHILADELPHIA 76ERS,240,40,80,3,12,9,15,12,28,18,10,1,14,19
DETROIT PISTONS,240,29,69,6,15,19,22,12,27,18,6,6,19,21
TORONTO RAPTORS,240,36,84,5,14,21,33,18,26,20,8,3,8,22
INDIANA PACERS,240,37,79,5,13,22,28,10,36,29,2,12,9,25
GOLDEN STATE WARRIORS,240,44,80,4,12,22,25,11,24,23,7,4,12,22
LOS ANGELES LAKERS,240,44,85,9,14,13,19,14,22,28,7,6,14,26
PHOENIX SUNS,240,32,75,5,23,16,21,10,28,14,5,8,17,25
MIAMI HEAT,240,34,76,4,11,20,21,10,28,20,8,4,13,18
SEATTLE SUPERSONICS,240,40,80,3,14,8,9,7,30,26,5,2,11,14
MINNESOTA TIMBERWOLVES,240,42,80,4,13,8,10,7,27,28,4,3,8,14
WASHINGTON WIZARDS,240,38,76,4,7,14,19,6,26,20,11,5,16,20
NEW ORLEANS HORNETS,240,36,83,6,18,25,29,15,31,20,11,4,14,14
DENVER NUGGETS,240,33,73,1,2,21,26,12,23,23,10,4,15,21
NEW YORK KNICKS,240,34,70,10,19,19,21,10,22,22,5,7,15,21
CHICAGO BULLS,240,35,75,4,10,17,26,9,34,21,5,7,15,32
ORLANDO MAGIC,240,30,78,5,20,29,40,13,30,16,6,3,8,22
MEMPHIS GRIZZLIES,240,36,85,4,14,22,26,12,36,18,2,8,11,29
SAN ANTONIO SPURS,240,31,84,2,15,29,37,15,30,17,7,8,10,22
LOS ANGELES CLIPPERS,240,33,75,4,16,26,35,14,36,16,4,7,17,19
UTAH JAZZ,240,35,87,2,10,17,24,15,24,27,9,5,9,27
