team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,39,87,4,11,19,27,14,24,25,12,7,12,25
CLEVELAND CAVALIERS,240,41,89,3,9,26,35,22,34,20,6,6,18,23
SACRAMENTO KINGS,240,35,78,2,10,20,29,10,30,26,5,9,15,23
DENVER NUGGETS,240,32,76,6,19,20,25,5,30,21,4,3,13,25
WASHINGTON WIZARDS,240,31,72,3,6,23,34,11,34,18,10,3,13,19
DETROIT PISTONS,240,31,71,10,24,11,14,4,30,23,4,7,16,24
MIAMI HEAT,240,33,88,4,10,10,23,16,29,21,6,3,10,25
LOS ANGELES CLIPPERS,240,31,74,3,16,24,30,12,32,15,5,6,13,21
TORONTO RAPTORS,240,30,83,2,14,12,17,9,32,17,5,7,11,19
NEW ORLEANS HORNETS,240,33,83,5,11,18,22,11,39,21,10,2,12,17
ORLANDO MAGIC,240,36,78,5,12,10,17,10,33,25,5,2,15,16
NEW YORK KNICKS,240,34,76,8,20,9,12,9,30,18,7,4,14,18
BOSTON CELTICS,240,30,71,7,27,26,32,5,31,16,8,4,14,23
PHILADELPHIA 76ERS,240,36,81,5,14,22,30,13,34,27,8,5,14,24
MEMPHIS GRIZZLIES,240,34,86,5,14,12,19,13,33,24,5,7,13,19
PHOENIX SUNS,240,39,89,3,9,17,21,15,33,20,9,6,13,18
DALLAS MAVERICKS,240,41,90,13,28,8,10,16,35,23,8,5,15,19
PORTLAND TRAIL BLAZERS,240,36,91,3,17,13,17,19,27,25,8,7,16,14
INDIANA PACERS,265,47,102,10,24,10,19,20,30,26,6,5,17,27
SEATTLE SUPERSONICS,265,44,87,6,12,17,26,8,35,26,8,3,10,21
LOS ANGELES LAKERS,240,30,84,9,21,16,20,15,24,16,8,3,15,30
UTAH JAZZ,240,31,62,2,5,29,39,10,36,25,6,4,17,20
