team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,31,68,4,11,20,30,11,32,17,9,4,24,26
BOSTON CELTICS,240,32,79,9,28,22,31,12,25,17,10,2,16,26
INDIANA PACERS,240,33,85,6,15,20,22,14,34,22,7,1,15,23
LOS ANGELES CLIPPERS,240,27,76,4,19,29,32,11,32,16,8,9,14,23
MINNESOTA TIMBERWOLVES,240,40,79,6,8,24,33,8,32,25,4,3,10,23
LOS ANGELES LAKERS,240,44,95,3,15,16,23,13,33,30,4,3,8,26
TORONTO RAPTORS,240,38,86,4,9,12,20,14,33,17,9,4,9,17
MEMPHIS GRIZZLIES,240,36,85,6,11,9,12,12,31,15,4,8,12,19
HOUSTON ROCKETS,240,33,67,1,6,17,23,8,30,17,7,6,21,7
SACRAMENTO KINGS,240,45,90,6,18,7,11,12,27,23,14,6,11,15
NEW JERSEY NETS,240,33,78,8,16,21,28,10,27,22,9,5,13,18
SEATTLE SUPERSONICS,240,39,84,5,13,13,18,14,30,24,10,5,16,21
