team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,42,88,7,20,19,20,11,37,27,4,7,15,28
DALLAS MAVERICKS,240,41,102,3,19,22,26,16,30,24,9,4,6,15
SEATTLE SUPERSONICS,240,31,81,0,6,17,26,10,35,22,11,4,12,29
DENVER NUGGETS,240,28,75,1,7,20,27,12,39,19,5,1,18,27
PORTLAND TRAIL BLAZERS,240,29,63,1,10,26,32,5,35,14,12,3,16,22
DETROIT PISTONS,240,26,73,6,22,16,28,14,28,20,10,5,16,28
PHILADELPHIA 76ERS,240,35,85,3,12,25,30,16,29,21,16,2,16,27
GOLDEN STATE WARRIORS,240,34,81,8,17,28,37,18,31,21,7,7,20,26
ATLANTA HAWKS,240,28,73,6,15,22,26,10,29,12,4,5,12,22
MIAMI HEAT,240,32,73,6,15,23,25,9,32,17,5,3,7,23
PHOENIX SUNS,240,35,81,6,17,22,35,14,26,21,4,7,20,27
MINNESOTA TIMBERWOLVES,240,39,87,3,9,23,25,15,27,26,10,7,14,31
CLEVELAND CAVALIERS,240,35,82,10,17,8,12,8,30,19,3,4,16,21
NEW JERSEY NETS,240,40,87,3,13,19,24,13,32,27,8,13,10,18
SAN ANTONIO SPURS,240,35,74,3,11,22,28,6,30,14,8,6,14,20
NEW YORK KNICKS,240,33,73,7,12,23,26,5,31,19,8,2,17,22
WASHINGTON WIZARDS,240,32,66,4,9,27,33,5,22,22,4,3,18,27
ORLANDO MAGIC,240,40,76,10,20,22,30,9,29,31,7,3,15,30
TORONTO RAPTORS,240,30,72,7,17,18,27,12,21,17,11,5,14,22
UTAH JAZZ,240,38,70,7,10,24,32,11,30,29,8,7,16,22
