team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,39,81,3,15,22,33,13,35,19,8,2,14,19
BOSTON CELTICS,240,39,91,9,33,7,9,12,28,18,8,3,11,25
TORONTO RAPTORS,240,31,86,2,14,19,32,13,36,20,9,4,11,23
CLEVELAND CAVALIERS,240,35,76,5,11,21,34,8,34,20,7,11,16,21
ATLANTA HAWKS,240,30,71,5,13,15,17,11,38,12,6,6,22,23
DETROIT PISTONS,240,34,77,6,16,17,28,11,28,21,14,8,10,23
DENVER NUGGETS,240,41,89,2,11,9,15,17,29,23,12,2,16,25
MEMPHIS GRIZZLIES,240,32,67,9,14,23,31,7,31,20,6,8,19,18
INDIANA PACERS,265,40,80,8,13,38,45,10,25,25,10,2,15,27
MILWAUKEE BUCKS,265,44,88,4,20,27,34,12,28,28,11,5,18,34
PORTLAND TRAIL BLAZERS,240,38,88,7,19,21,31,15,25,26,10,2,14,23
NEW JERSEY NETS,240,42,84,3,10,18,24,14,29,31,11,8,18,24
SEATTLE SUPERSONICS,240,39,89,3,16,11,20,16,33,19,11,5,10,21
PHILADELPHIA 76ERS,240,33,72,9,15,13,17,7,36,25,4,7,17,22
DALLAS MAVERICKS,240,42,93,10,28,10,13,6,29,22,9,5,11,23
SAN ANTONIO SPURS,240,41,84,8,27,21,26,12,38,23,7,6,16,15
