team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,31,70,4,13,13,19,8,28,13,4,7,15,17
ATLANTA HAWKS,240,34,75,4,11,9,12,12,25,20,6,6,10,22
MINNESOTA TIMBERWOLVES,240,43,89,3,10,24,32,13,41,30,5,5,12,19
CHICAGO BULLS,240,42,89,4,18,12,20,7,32,26,8,7,11,21
INDIANA PACERS,240,41,86,9,23,22,24,11,34,29,10,2,15,16
CLEVELAND CAVALIERS,240,35,87,3,14,16,20,14,28,23,9,6,19,20
TORONTO RAPTORS,240,35,91,10,23,16,24,18,23,18,10,5,10,27
GOLDEN STATE WARRIORS,240,33,78,4,9,31,33,19,36,16,5,4,19,23
NEW YORK KNICKS,240,40,85,7,17,12,19,12,35,23,8,0,10,34
HOUSTON ROCKETS,240,23,78,4,15,33,43,17,34,10,4,2,11,17
ORLANDO MAGIC,240,31,77,7,29,17,18,8,28,25,6,1,13,21
MEMPHIS GRIZZLIES,240,37,82,8,23,17,26,15,34,32,9,4,12,14
BOSTON CELTICS,240,22,79,4,26,22,26,9,21,8,9,5,11,14
MIAMI HEAT,240,38,79,6,9,8,10,13,45,19,7,4,19,22
MILWAUKEE BUCKS,240,35,76,5,15,15,21,9,25,19,8,7,11,28
NEW JERSEY NETS,240,40,73,7,11,23,36,9,29,28,5,6,13,17
LOS ANGELES CLIPPERS,240,38,84,2,18,17,26,13,33,23,4,8,15,17
PHOENIX SUNS,240,44,87,8,21,12,14,6,32,27,8,4,11,20
UTAH JAZZ,240,34,76,3,9,27,33,9,25,28,10,3,16,24
PORTLAND TRAIL BLAZERS,240,36,79,2,15,29,36,16,26,23,11,2,15,27
