team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,41,93,4,13,16,18,14,33,27,7,5,9,16
ATLANTA HAWKS,240,33,81,8,25,14,21,12,32,22,4,5,16,16
MILWAUKEE BUCKS,240,31,85,6,22,27,31,9,35,15,8,3,8,23
CHICAGO BULLS,240,34,81,6,14,23,30,10,40,19,6,3,11,19
DENVER NUGGETS,240,40,88,8,21,16,24,12,16,24,11,4,14,24
CLEVELAND CAVALIERS,240,43,75,5,14,20,27,15,34,26,6,13,25,24
MEMPHIS GRIZZLIES,240,31,74,6,14,19,22,7,32,21,6,4,15,20
DALLAS MAVERICKS,240,41,95,8,25,14,16,18,34,19,9,11,10,21
SEATTLE SUPERSONICS,240,30,77,5,16,13,22,11,28,16,4,1,15,20
DETROIT PISTONS,240,36,76,8,23,11,15,10,26,21,5,10,10,18
LOS ANGELES CLIPPERS,240,39,81,3,11,13,20,15,29,17,9,6,13,22
HOUSTON ROCKETS,240,33,77,2,16,15,21,11,25,15,6,7,12,18
GOLDEN STATE WARRIORS,240,36,70,7,15,13,24,7,25,17,9,8,17,23
MIAMI HEAT,240,38,86,5,13,20,26,18,25,16,9,5,12,21
PORTLAND TRAIL BLAZERS,265,38,92,6,17,16,23,21,38,23,9,6,22,22
MINNESOTA TIMBERWOLVES,265,38,97,1,8,15,22,18,29,26,9,7,16,22
BOSTON CELTICS,240,42,73,10,19,19,24,4,33,20,14,2,12,22
NEW YORK KNICKS,240,29,75,9,21,23,27,11,27,22,5,1,16,18
SACRAMENTO KINGS,240,33,72,8,16,24,28,6,34,23,9,6,14,21
UTAH JAZZ,240,37,86,4,8,18,26,17,32,19,9,5,13,22
