team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,34,83,7,16,17,23,15,22,19,5,3,6,23
ATLANTA HAWKS,240,34,69,3,9,23,27,10,35,21,3,5,11,25
CLEVELAND CAVALIERS,240,35,70,5,10,29,34,11,20,21,6,3,21,23
CHICAGO BULLS,240,42,74,3,7,25,34,11,24,20,11,2,13,28
INDIANA PACERS,240,24,68,3,14,30,42,14,25,15,6,6,18,31
DENVER NUGGETS,240,31,76,6,15,24,33,8,30,24,11,8,14,30
DALLAS MAVERICKS,240,40,82,5,13,36,41,9,27,18,9,6,10,24
GOLDEN STATE WARRIORS,240,40,93,11,25,25,32,22,33,30,5,3,15,29
PHILADELPHIA 76ERS,240,29,77,2,10,12,18,12,23,19,8,2,21,19
HOUSTON ROCKETS,240,38,77,8,15,13,19,13,30,27,10,4,20,19
MINNESOTA TIMBERWOLVES,240,38,84,1,9,11,14,12,28,29,7,7,17,22
LOS ANGELES CLIPPERS,240,38,84,7,18,21,25,12,26,21,7,3,11,18
NEW ORLEANS HORNETS,240,27,69,7,18,33,38,8,27,17,7,3,8,12
MILWAUKEE BUCKS,240,34,73,11,18,9,14,7,29,25,6,2,15,29
ORLANDO MAGIC,240,30,81,6,15,22,25,11,27,20,4,7,14,19
NEW JERSEY NETS,240,48,88,11,20,14,17,11,34,33,6,4,8,22
MIAMI HEAT,240,26,86,7,21,12,18,24,27,13,5,7,14,21
SEATTLE SUPERSONICS,240,39,76,7,13,15,23,8,33,24,10,6,7,19
NEW YORK KNICKS,240,36,78,11,24,14,15,4,24,28,6,2,12,25
WASHINGTON WIZARDS,240,37,71,3,6,23,28,8,35,26,8,2,16,16
