team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,32,74,2,9,21,31,10,34,18,12,3,18,28
NEW YORK KNICKS,240,30,79,6,14,23,26,12,33,19,7,1,17,25
UTAH JAZZ,240,31,60,6,7,26,35,9,25,21,9,7,14,21
PHILADELPHIA 76ERS,240,31,74,5,17,19,23,14,24,21,8,4,16,26
PHOENIX SUNS,240,43,91,3,9,13,20,15,22,23,15,8,14,24
SACRAMENTO KINGS,240,35,82,8,19,29,31,13,29,26,10,5,18,19
MILWAUKEE BUCKS,240,39,88,6,20,18,20,14,32,21,4,4,19,19
SEATTLE SUPERSONICS,240,40,78,9,22,19,21,4,32,22,15,9,14,17
MIAMI HEAT,240,34,83,4,14,18,25,14,35,15,5,3,12,25
TORONTO RAPTORS,240,31,70,6,15,21,29,5,32,17,4,3,11,20
