team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,31,92,4,22,7,12,23,28,13,5,6,16,25
DETROIT PISTONS,240,29,81,1,6,28,33,19,35,15,8,14,11,21
DENVER NUGGETS,240,40,67,7,11,30,36,6,25,23,7,7,14,24
GOLDEN STATE WARRIORS,240,44,88,4,15,17,25,19,21,21,9,3,14,25
UTAH JAZZ,265,36,76,4,10,25,35,11,18,28,13,7,18,33
HOUSTON ROCKETS,265,36,71,7,17,28,33,10,24,18,8,6,23,31
CLEVELAND CAVALIERS,240,31,80,4,12,14,23,15,40,22,7,4,14,22
LOS ANGELES CLIPPERS,240,32,80,4,12,22,28,7,32,23,6,4,11,17
MEMPHIS GRIZZLIES,240,36,79,5,14,19,24,8,25,26,11,2,10,31
NEW JERSEY NETS,240,29,68,1,10,34,41,9,32,20,3,4,17,23
ORLANDO MAGIC,240,39,92,9,24,4,12,18,32,27,4,4,19,24
NEW ORLEANS HORNETS,240,40,89,4,13,22,30,15,32,28,13,6,9,15
MINNESOTA TIMBERWOLVES,240,38,80,7,18,9,15,9,38,23,6,9,13,12
PHOENIX SUNS,240,34,89,1,7,10,12,9,31,15,7,1,11,18
INDIANA PACERS,265,39,83,8,17,9,16,14,30,25,6,5,19,25
PORTLAND TRAIL BLAZERS,265,38,91,2,13,19,27,15,25,21,12,7,9,19
LOS ANGELES LAKERS,240,33,78,4,9,20,29,8,32,15,13,10,13,25
SAN ANTONIO SPURS,240,30,72,4,14,22,31,10,37,14,4,6,19,22
NEW YORK KNICKS,240,30,68,6,17,21,22,9,30,15,9,6,22,19
SEATTLE SUPERSONICS,240,36,82,9,16,14,16,12,26,23,11,2,14,20
BOSTON CELTICS,240,40,79,3,11,12,15,8,36,23,4,3,16,15
TORONTO RAPTORS,240,36,85,17,24,16,23,14,25,25,8,3,12,15
