team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,36,84,6,19,9,12,14,28,17,5,5,9,15
ATLANTA HAWKS,240,33,73,5,14,13,19,13,29,17,5,5,12,19
WASHINGTON WIZARDS,240,35,82,2,12,14,21,14,35,22,7,3,20,16
CHICAGO BULLS,240,39,96,8,20,14,19,18,30,27,17,5,11,19
MEMPHIS GRIZZLIES,240,41,91,3,19,13,18,18,27,23,13,5,11,18
DALLAS MAVERICKS,240,40,86,11,20,13,14,16,32,24,7,3,17,18
NEW JERSEY NETS,240,33,78,3,13,13,21,8,36,26,9,2,10,21
INDIANA PACERS,240,28,77,5,21,14,18,12,36,16,4,5,17,20
NEW YORK KNICKS,240,40,78,6,17,14,19,9,36,19,7,5,11,26
MIAMI HEAT,240,28,78,5,16,19,24,9,28,17,4,4,10,19
MINNESOTA TIMBERWOLVES,240,43,82,3,9,15,18,13,36,24,7,5,17,22
SEATTLE SUPERSONICS,240,31,85,5,28,19,23,11,20,19,7,4,14,16
