team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,31,76,11,27,24,35,12,29,19,14,5,14,17
CHICAGO BULLS,240,34,83,3,15,20,23,17,30,20,6,5,18,25
ATLANTA HAWKS,240,34,73,1,5,16,21,10,26,17,4,5,14,25
CLEVELAND CAVALIERS,240,35,75,2,8,23,29,13,29,22,8,7,11,21
ORLANDO MAGIC,240,35,84,8,12,19,22,13,23,17,11,2,15,23
DALLAS MAVERICKS,240,45,86,5,14,15,22,21,34,21,10,6,21,21
NEW YORK KNICKS,240,41,72,2,9,8,11,6,26,28,9,2,20,21
GOLDEN STATE WARRIORS,240,44,83,3,14,13,14,10,24,29,10,2,11,13
DETROIT PISTONS,240,27,66,1,7,25,34,3,29,13,6,1,11,15
HOUSTON ROCKETS,240,37,80,4,13,8,15,14,33,20,8,7,12,24
SAN ANTONIO SPURS,240,33,78,4,14,16,24,13,35,22,6,9,11,12
MIAMI HEAT,240,31,80,2,10,6,10,10,29,11,6,1,15,22
WASHINGTON WIZARDS,265,43,91,5,15,23,38,15,27,25,11,3,10,33
MILWAUKEE BUCKS,265,36,87,6,16,31,45,15,34,24,6,4,15,27
PHOENIX SUNS,240,36,88,2,18,14,19,10,32,18,13,4,16,25
NEW JERSEY NETS,240,38,78,7,17,16,21,5,36,33,8,5,20,17
