team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,32,80,6,14,28,32,13,26,10,10,4,20,25
ATLANTA HAWKS,240,46,84,1,5,19,29,14,34,27,12,7,16,23
TORONTO RAPTORS,240,40,82,4,10,16,20,6,32,21,4,3,12,17
CLEVELAND CAVALIERS,240,36,81,2,4,19,25,13,30,23,8,3,15,24
PHILADELPHIA 76ERS,240,34,80,2,7,8,12,11,31,18,9,6,11,19
DETROIT PISTONS,240,28,75,7,14,13,16,9,30,18,7,14,13,18
PORTLAND TRAIL BLAZERS,240,33,81,9,16,16,20,14,22,20,7,6,10,18
HOUSTON ROCKETS,240,38,72,3,11,14,20,9,30,18,5,7,15,16
WASHINGTON WIZARDS,240,32,66,0,7,15,20,3,28,17,10,6,18,19
INDIANA PACERS,240,38,83,7,13,10,14,13,32,27,6,3,16,17
NEW YORK KNICKS,240,36,85,5,19,13,17,15,37,16,5,2,21,30
LOS ANGELES LAKERS,240,34,79,2,10,28,39,11,27,26,10,7,10,15
PHOENIX SUNS,240,25,70,6,19,16,19,4,26,17,9,7,17,23
MIAMI HEAT,240,33,77,2,14,24,31,12,39,16,9,3,13,19
GOLDEN STATE WARRIORS,240,34,77,5,12,25,29,9,31,26,5,0,7,22
MINNESOTA TIMBERWOLVES,240,38,81,3,10,16,20,7,31,24,3,4,7,24
SEATTLE SUPERSONICS,240,34,84,12,26,8,14,13,18,19,13,4,16,22
NEW JERSEY NETS,240,38,69,3,6,22,28,9,30,24,9,4,20,20
LOS ANGELES CLIPPERS,240,32,82,4,18,27,34,16,30,18,6,7,15,21
SACRAMENTO KINGS,240,36,80,6,18,27,32,11,30,27,9,8,11,27
