team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,42,71,3,7,10,16,3,35,21,5,2,16,21
ATLANTA HAWKS,240,31,76,3,10,12,21,6,29,17,7,2,15,17
DETROIT PISTONS,240,46,84,6,14,10,16,15,33,29,10,1,14,21
CHICAGO BULLS,240,31,82,2,8,14,21,16,21,20,11,3,15,17
BOSTON CELTICS,240,35,84,2,11,27,34,13,15,20,8,3,10,40
CLEVELAND CAVALIERS,240,36,62,6,10,38,49,9,27,29,5,6,18,27
LOS ANGELES CLIPPERS,240,37,87,5,13,20,22,18,25,19,5,3,11,23
DALLAS MAVERICKS,240,40,79,7,16,25,32,14,28,26,5,11,7,21
SAN ANTONIO SPURS,240,41,95,6,13,11,15,18,25,27,8,9,12,15
HOUSTON ROCKETS,240,31,75,3,8,17,20,10,30,13,8,8,19,20
DENVER NUGGETS,240,25,72,7,22,24,28,14,27,12,8,8,17,27
INDIANA PACERS,240,29,79,9,15,21,25,20,28,15,8,3,18,21
NEW YORK KNICKS,265,30,83,2,11,22,27,14,30,14,4,7,10,19
MIAMI HEAT,265,32,81,6,17,15,22,13,36,17,2,8,11,18
GOLDEN STATE WARRIORS,240,30,76,6,15,12,17,8,30,21,10,5,17,27
MINNESOTA TIMBERWOLVES,240,29,78,1,6,30,39,18,31,20,6,5,14,20
MILWAUKEE BUCKS,240,36,81,3,6,19,26,14,35,13,7,11,16,20
NEW JERSEY NETS,240,31,89,6,19,18,20,16,31,19,9,9,15,21
UTAH JAZZ,290,38,81,2,10,22,25,9,28,27,14,8,25,34
PORTLAND TRAIL BLAZERS,290,35,89,7,17,25,31,15,30,23,7,4,23,24
SACRAMENTO KINGS,240,45,83,2,9,19,32,16,25,25,12,5,15,21
VANCOUVER GRIZZLIES,240,41,84,2,7,17,23,13,26,21,9,1,15,27
