team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,31,64,3,8,16,23,8,26,12,7,4,19,25
ATLANTA HAWKS,240,33,72,6,17,21,33,8,26,20,8,7,14,19
ORLANDO MAGIC,240,30,82,1,10,21,24,19,31,13,6,1,17,20
CHARLOTTE HORNETS,240,33,72,4,12,20,28,7,25,22,11,10,9,19
DENVER NUGGETS,240,30,79,2,14,17,24,16,28,19,5,2,16,17
DALLAS MAVERICKS,240,40,78,5,12,13,13,5,29,15,9,5,10,20
MILWAUKEE BUCKS,240,24,64,9,26,28,41,9,28,19,9,6,17,29
DETROIT PISTONS,240,26,65,4,16,34,42,9,27,20,12,5,19,29
WASHINGTON WIZARDS,240,36,77,3,9,21,35,13,24,19,10,2,14,27
GOLDEN STATE WARRIORS,240,34,79,3,10,29,38,20,30,22,10,3,15,25
SACRAMENTO KINGS,240,45,89,8,19,13,21,9,27,28,11,4,10,20
LOS ANGELES LAKERS,240,45,83,8,17,11,18,9,33,29,7,8,17,19
MIAMI HEAT,240,31,65,5,14,26,38,7,28,26,9,3,13,23
MINNESOTA TIMBERWOLVES,240,36,79,4,9,24,32,16,24,24,6,5,11,25
INDIANA PACERS,240,40,86,2,10,18,22,10,35,18,9,6,11,25
NEW JERSEY NETS,240,35,98,7,20,14,19,22,31,20,4,11,14,21
BOSTON CELTICS,240,36,86,4,9,14,18,16,25,16,13,3,9,21
PHILADELPHIA 76ERS,240,31,70,3,6,19,33,19,31,21,9,4,20,18
NEW YORK KNICKS,240,30,69,6,16,28,33,9,31,16,9,4,17,20
PHOENIX SUNS,240,32,88,4,18,19,22,22,27,21,13,4,16,20
TORONTO RAPTORS,240,35,81,6,13,17,22,12,25,19,9,4,8,25
SAN ANTONIO SPURS,240,31,67,5,10,24,33,15,28,22,4,9,19,19
LOS ANGELES CLIPPERS,240,40,79,6,19,12,14,10,23,17,7,4,19,30
SEATTLE SUPERSONICS,240,35,72,6,15,28,36,10,22,26,10,5,15,16
UTAH JAZZ,240,32,76,1,7,20,30,10,27,24,12,2,11,13
VANCOUVER GRIZZLIES,240,34,70,4,13,8,15,7,32,21,8,4,15,24
