team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,44,83,10,20,15,19,11,32,26,15,4,17,25
CHICAGO BULLS,240,34,85,7,16,15,28,21,21,22,7,5,18,18
BOSTON CELTICS,240,33,75,3,10,17,28,17,18,19,7,4,20,20
CLEVELAND CAVALIERS,240,45,77,6,13,17,24,15,26,34,9,6,13,19
CHARLOTTE HORNETS,240,33,87,4,16,8,13,15,34,17,14,6,18,28
ORLANDO MAGIC,240,31,85,2,11,22,32,18,32,19,11,11,18,15
GOLDEN STATE WARRIORS,240,26,84,2,13,18,23,18,27,10,12,2,14,25
PORTLAND TRAIL BLAZERS,240,26,73,3,9,24,30,16,34,18,7,7,17,17
DENVER NUGGETS,240,33,88,3,16,13,15,17,25,17,8,2,12,15
SAN ANTONIO SPURS,240,47,80,4,7,14,18,7,32,29,11,12,9,13
MIAMI HEAT,240,34,73,10,23,3,6,6,27,17,9,6,15,24
UTAH JAZZ,240,28,74,7,12,21,25,13,31,20,3,6,14,14
