team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,27,77,6,15,25,29,10,22,19,9,1,11,23
ATLANTA HAWKS,240,31,74,9,24,22,24,15,37,18,7,6,19,21
UTAH JAZZ,265,30,82,2,8,20,34,16,37,24,7,5,18,23
CHARLOTTE HORNETS,265,26,79,3,13,28,32,14,33,12,11,2,16,30
MINNESOTA TIMBERWOLVES,240,34,79,1,7,36,39,10,33,23,6,5,11,27
DENVER NUGGETS,240,36,84,5,17,24,34,14,30,26,6,6,12,29
DALLAS MAVERICKS,240,34,72,4,16,15,19,3,29,24,6,7,12,21
DETROIT PISTONS,240,37,85,7,17,13,16,15,28,21,7,4,11,17
SEATTLE SUPERSONICS,240,23,67,5,20,27,33,15,30,15,4,7,18,16
GOLDEN STATE WARRIORS,240,39,94,4,12,8,13,23,27,24,12,2,8,23
CHICAGO BULLS,240,27,67,4,24,29,34,9,23,16,8,1,17,24
INDIANA PACERS,240,32,73,6,20,26,32,14,27,17,7,3,15,25
LOS ANGELES LAKERS,240,29,71,6,20,26,36,8,26,14,8,5,20,28
PHILADELPHIA 76ERS,240,40,81,3,8,22,37,13,33,18,13,3,11,26
SAN ANTONIO SPURS,240,29,73,2,6,25,36,13,31,16,4,8,14,21
PORTLAND TRAIL BLAZERS,240,33,78,3,11,21,27,12,30,19,7,2,11,26
LOS ANGELES CLIPPERS,240,27,70,8,14,20,25,14,20,19,9,5,17,22
TORONTO RAPTORS,240,34,71,2,11,23,29,18,26,28,11,8,18,22
