team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,33,75,6,13,21,27,13,25,17,10,6,7,22
ATLANTA HAWKS,240,28,71,4,11,17,31,14,30,15,5,9,15,24
BOSTON CELTICS,240,41,70,6,13,21,26,9,18,23,7,3,12,17
CHARLOTTE HORNETS,240,43,74,3,13,10,14,9,17,28,7,2,12,23
PHILADELPHIA 76ERS,240,33,72,2,4,13,19,11,22,24,4,7,11,18
CHICAGO BULLS,240,37,71,4,8,13,22,6,30,32,6,3,11,21
TORONTO RAPTORS,240,35,76,8,16,23,30,11,32,27,8,4,15,23
CLEVELAND CAVALIERS,240,34,68,3,9,20,26,1,31,22,6,0,15,24
PORTLAND TRAIL BLAZERS,240,32,78,4,14,22,29,8,26,28,7,9,9,13
GOLDEN STATE WARRIORS,240,39,83,4,9,11,15,14,37,24,7,7,14,24
HOUSTON ROCKETS,240,37,67,7,18,23,33,11,25,17,12,4,16,14
LOS ANGELES CLIPPERS,240,36,76,6,13,17,18,9,16,15,9,4,15,24
WASHINGTON WIZARDS,240,44,88,10,20,7,9,11,24,21,8,3,10,20
MILWAUKEE BUCKS,240,40,74,8,17,19,23,9,30,27,4,2,16,13
DALLAS MAVERICKS,240,30,69,1,8,17,28,9,22,20,2,6,15,16
MINNESOTA TIMBERWOLVES,240,44,84,2,5,8,12,14,31,34,7,3,12,29
INDIANA PACERS,240,31,75,8,19,23,29,12,23,21,2,2,10,24
NEW YORK KNICKS,240,32,70,2,9,28,31,7,29,18,6,2,10,24
NEW JERSEY NETS,240,39,86,4,15,16,25,10,28,23,16,3,9,24
ORLANDO MAGIC,240,40,84,3,16,17,22,14,38,23,6,3,19,21
UTAH JAZZ,265,42,82,3,8,14,18,15,32,30,9,5,26,26
SACRAMENTO KINGS,265,35,83,15,30,19,24,14,20,24,13,7,16,20
SEATTLE SUPERSONICS,240,31,80,5,15,20,33,17,30,19,8,8,17,21
SAN ANTONIO SPURS,240,38,78,2,12,17,25,9,32,22,8,2,12,19
DENVER NUGGETS,240,35,78,2,16,15,21,9,25,16,6,2,10,28
VANCOUVER GRIZZLIES,240,37,70,1,4,26,38,12,31,24,3,3,12,18
